,0
0,['Stanford’s new coronavirus treatment approach: Hit hard — and early']
1,['Some Doctors Pull Back on Using Ventilators to Treat Covid-19']
2,['How coronavirus attacks the human body - The Washington Post']
3,['Drug treatment a stopgap for vaccine to eradicate COVID-19: Chief scientific officer']
4,['It can still be hard to get a coronavirus test -- and that\'s not the only problem']
5,"['Coronavirus updates: Italy reports lowest daily death toll, UK outlines \'conditional\' plan to slowly reopen']"
6,['A New York hospital\'s entire staff was surprised with free vacations in recognition of their efforts to combat coronavirus']
7,"['‘Almost a death sentence’: How Wisconsin doctors, peers are rethinking ventilators for coronavirus']"
8,['How Amazon is handling the coronavirus pandemic']
9,['U.S. to Accuse China of Attempts to Hack Coronavirus Research']
10,['Coronavirus News: Live Updates']
11,"['Llama antibodies may hold key to coronavirus treatment, research shows']"
12,"['U.S. Field Hospitals Stand Down, Most Without Treating Any COVID-19 Patients']"
13,['Live Blog: San Diego Assemblywoman Offers Blunt Response To Tesla Chief\'s Threat To Leave State']
14,['Drug-Drug Interactions Could Imperil COVID-19 Treatment']
15,['Covid-19 treatments start making an impact at regional hospitals']
16,"['CDC, WHO clash on effectiveness of masks in preventing spread of COVID-19']"
17,"['Under Trump, American exceptionalism means poverty, misery and death']"
18,['Cluster of Covid-19 cases linked to California birthday party']
19,['China says it will update disease control measures in wake of coronavirus']
20,['Hospitals treating COVID-19 in Mexican capital quickly filling up']
21,['New Mexico to receive first shipment of antiviral medication Remdesivir to help treat COVID-19']
22,['COVID-19 takes heavy toll on Filipino health care workers']
23,"['Local infectious disease specialist ""cautiously optimistic"" about Remdesivir as covid treatment']"
24,['Take the Shutdown Skeptics Seriously']
25,['Two potential therapies for covid-19 have some effect']
26,"['Hospitals left waiting, the sharing economy gets sliced, and the future of shopping - Business Insider']"
27,['We try Ford\'s respirator that\'s protecting health care workers from coronavirus']
28,"['Facing coronavirus fears, Sierra towns ask tourists to stay out']"
29,['A new bill would forgive the student debt of health-care workers fighting coronavirus']
30,['Beaumont doctor recovering from COVID-19 hopes people ‘take this pandemic seriously’']
31,['New bill would forgive medical school debt for COVID-19 health workers']
32,['OHA advises health care workers to stop using KN95 respirators']
