,0
0,"['Goggles, Masks, Ponchos: Air Travel in the Days of the Coronavirus']"
1,['This is what air travel could look like in a post-coronavirus world']
2,['Airlines and Automakers Consider How to Reopen']
3,"['Few Travelers, Few Flights and Now, a Total Airport Shutdown']"
4,['Coronavirus pandemic: Updates from around the world']
5,['Traveling after Covid-19 will be forever changed']
6,"['Eerie photos from LAX, where coronavirus has slowed traffic']"
7,['Coronavirus journey: The \'last cruise ship on Earth\' finally comes home']
8,['Travelers are booking flights again despite coronavirus lockdown']
9,"['How coronavirus disrupted US air travel, in 2 charts: Flight cancellations and TSA traveler counts']"
10,['American Airlines raises checked bag fees amid coronavirus crisis - Business Insider']
11,['Airline industry has 15 coronavirus-related deaths in 9 days']
12,['How Coronavirus Spread In One Restaurant Shows Why Air Travel Is Safer Than You Think']
13,['A Beloved Bar Owner Was Skeptical About the Virus. Then He Took a Cruise.']
14,['How Far Can the Coronavirus Travel in the Air?']
15,"['Air pollution in northern India has hit a 20-year low, NASA report says']"
16,"['Harvard will not accept stimulus funds, California to start scheduling certain surgeries again']"
17,['Live Stock Market News and Trading Tracker']
18,['Norwegian Cruise Line Reportedly Taps Goldman Sachs to Sell Stake']
19,['China will give WHO more money; Spain\'s daily death toll steady']
20,['5 things not to do immediately when coronavirus quarantine and lockdown end']
21,['14 charts from Goldman show economic damage caused by coronavirus - Business Insider']
22,['Will the sustainable travel movement survive coronavirus?']
23,['Lockdowns lead to air pollution drops in major cities']
24,"['US tops more than 750,000 cases as Trump says he will use DPA to increase medical swabs']"
25,['Coronavirus travel: How airlines are handling the pandemic']
26,['American Airlines is latest carrier hit with class-action lawsuit over refunds for canceled flights']
27,['South America has a worrying coronavirus future']
28,"['As states ease social distancing orders, what does that mean for domestic travel?']"
29,['Decrease in air travel robs forecasters of their job']
30,['Trump\'s Confusing Claim on Italy and Travel Restrictions']
31,['COVID-19: What you need to know about the coronavirus pandemic on 23 April']
32,['COVID-19 Cruise Ship Survivors: Ending Lockdown Is \'Crazy\'']
