,0
0,['A Beloved Bar Owner Was Skeptical About the Virus. Then He Took a Cruise.']
1,['Airline industry has 15 coronavirus-related deaths in 9 days']
2,['The coronavirus will change how we travel. That will probably be good for us.']
3,['Travel - The healthiest countries to live in']
4,"['Airline industry facing long, slow recovery after coronavirus pandemic ends travel boom']"
5,['Wisconsin airport puts on drive-thru light display to support frontline workers and community during coronavirus pandemic']
6,['Zaandam ship passenger from UK stranded in South Florida goes home']
7,['Tempted to spend that coronavirus IRS check on a vacation? Here\'s what you should know']
8,['Germany Starts Broad Antibody Testing to Assess Spread of Coronavirus; Israel Relaxes Restrictions']
9,"['In an age of coronavirus, airlines\' \'Mr. Fix-It\' says the industry\'s future depends on convincing travelers it\'s safe to fly again']"
10,['Texas woman sues Princess Cruises after husband dies of coronavirus']
11,['U.S. Oil Prices Plunge Into Negative Territory: Live Markets Updates']
12,['Three Beloved NYC Restaurateurs Died From Complications Related to Coronavirus In April']
13,['Global coronavirus cases top 2.3 million as pandemic forces businesses to shift plans']
14,['China Raises Easing Coronavirus Border Controls With Other Countries']
15,"['Cruisers not deterred by coronavirus pandemic, still booking future voyages, experts say']"
16,['Coronavirus and Booking Travel: Considering the Risk']
17,"['Coronavirus live updates: Georgia to reopen businesses Friday as U.S. deaths top 40,000']"
18,"['It\'s a buyer\'s market for travel deals due to coronavirus fallout, but should you buy?']"
19,['Officials Say C.D.C. Errors Caused Testing Delays']
20,"['Airline, Tech Earnings to Give Look Into Crisis']"
21,['Options for flying to Hawaii narrow as coronavirus quarantine rule takes hold']
22,['How are coronavirus lockdowns changing the environment?']
23,['Will Travel Change After Coronavirus? Here\'s What Experts Have to Say (Video)']
24,['Capital Air: The isolation bag for coronavirus patients']
25,"['Britain’s Lockdown Is Extended, and Putin Postpones Military Parade']"
26,"['United execs warn of \'tough decisions ahead,\' stark industry outlook amid coronavirus']"
27,['Coronavirus Air Travel: What Needs to Happen Before We Fly Again?']
28,['Airlines cheer government coronavirus aid but paint bleak demand picture']
29,"['Treasury, Airlines Reach Agreement on Coronavirus Aid']"
30,['Who Owes You a Refund? Should You Even Ask?']
31,['Coronavirus Travel: What Happens to Planes Grounded by Covid-19']
32,"['U.S. airlines sitting on $10 billion owed to consumers for canceled flights, lawmakers say']"
33,['Purdue Airport to get federal assistance through CARES Act']
34,"['\'Significant number\' of US crew still stuck on cruise ships, State Dept. says']"
35,"['Global Tracker: Denmark, India, Germany, Spain Virus News']"
36,"['5 things to not do when coronavirus quarantine, lockdown end']"
37,['Airbus To Sell 6 Planes Originally Destined For AirAsia']
38,"['Coronavirus journey: The \'last cruise ship on Earth\' finally comes home', 'It’s Time to Drop the Anchor on Carnival Stock', 'The 3 remaining cruise ships still sailing around the world will dock today', 'The Last Three Cruise Ships at Sea Are Finally Going Home', 'Tourists leave ship in Barcelona after weeks in COVID-19 limbo']"
39,"['How coronavirus disrupted US air travel, in 2 charts: Flight cancellations and TSA traveler counts', 'How Should Airlines Change, Post-Pandemic?', 'To get coronavirus bailout money, the government is forcing airlines to fly \'ghost planes\'', 'Airlines and TSA report 96% drop in air travel as COVID-19 pandemic continues']"
40,"['Bartender on coronavirus-stricken Royal Caribbean ship dies in hospital', 'Another Crew Member From Oasis of the Seas Dies Due to COVID19', 'Another Royal Caribbean cruise ship crew member dies, the third in eight days', 'Three Royal Caribbean cruise ship crew members have died in Florida in the last eight days']"
41,"['Coronavirus: Branson offers Caribbean island to secure Virgin bailout', 'Richard Branson offers his island as collateral as Virgin Atlantic and Virgin Australia face collapse', 'Billionaire Branson Asks For Government Money To Save Virgin Atlantic, Claims He ‘Did Not Leave Britain For Tax Reasons’', 'Calling for relief: Virgin can survive only on government aid']"
