,0
0,['Coronavirus: Brazil becoming hot spot; WHO warns on reinfection']
1,['What happened on board the last cruise ship still at sea']
2,['How Coronavirus Will Change Air Travel']
3,['Coronavirus: Spain daily death toll lowest in over a month; airlines in \'survival mode\'']
4,"['Goggles, Masks, Ponchos: Air Travel in the Days of the Coronavirus']"
5,"['California reports \'deadliest day\' yet, global lockdowns ease']"
6,['How Coronavirus Will Forever Change Airlines and the Way We Fly']
7,"['5 things to know for April 24: Coronavirus, economy, White House, air travel, Zoom']"
8,['CDC: Frozen raspberries were culprit behind 2019 norovirus outbreak on multiple cruises']
9,['Coronavirus Sparks Air Travel Nostalgia']
10,"['Few Travelers, Few Flights and Now, a Total Airport Shutdown']"
11,"['After months of norovirus outbreaks on cruise ships, a smoothie is finally implicated']"
12,['Expecting a refund for a canceled cruise? Here’s how long it could take']
13,['Scientists in Italy find coronavirus on air pollution particles']
14,"['Tampa airport is ‘eerie,\' ‘almost scary’ as travel drops 97 percent']"
15,['Trip canceled due to coronavirus? Don\'t just settle for that voucher...']
16,['A spate of lawsuits could help travelers battling airlines and cruise lines. Here’s what you need to know.']
17,"['Coronavirus will reshape your next trip, for better or worse. Here\'s what to expect']"
18,['\'Bad neighbour\': will the cruise industry resume its rise in Australia after coronavirus?']
19,['E.U. Waters Down Report on China’s Coronavirus Propaganda']
20,['Coronavirus: Japan hit by fresh cases in hospitals and aboard another cruise ship']
21,['Airport security in a post-COVID-19 world | TheHill']
22,['Coronavirus pandemic inspires demand for UV airplane cleaner']
23,['World Coronavirus Tracker: Live Coverage']
24,['Bartender on coronavirus-stricken Royal Caribbean ship dies in hospital']
25,['Airlines and Automakers Consider How to Reopen']
26,['Hawaiian Airlines flight attendants find ways to stay together during Coronavirus outbreak']
27,['Researchers say air conditioning is linked to coronavirus outbreak in China']
28,['Hundreds of crew members stuck on cruise ship for 40 days outside Port Canaveral']
29,['48 Costa Atlantica cruise crew members have coronavirus; Ruby Princess departs Australia']
30,['Coronavirus: How these Bay Area travelers got stranded in Bolivia']
31,['I have to cancel my summer travel plans. What are my rights?']
32,['April 24 coronavirus news']
33,['How to Get a Flight Cancellation Refund From a Third-Party Travel Site']
34,['What it\'s like to run a seasonal tourism agency during the coronavirus pandemic']
35,['A Beloved Bar Owner Was Skeptical About the Virus. Then He Took a Cruise.']
36,['Coronavirus: Credit card chargebacks an option for those refused refunds for canceled travel']
37,['Need to get to LA? You can’t fly from SLO as airport suspends more routes']
38,['Traveling after Covid-19 will be forever changed']
39,['New Air Travel Health Regulations Will Likely Stick Around Post-Coronavirus']
40,['Flights Bring Americans Stranded in Cuba by Coronavirus Outbreak to Miami']
41,"['Cruise ships kept sailing after coronavirus was detected, exposing thousands', 'Cleaning a floating petri dish: How is a cruise ship sanitized after a coronavirus outbreak?', 'Cruise line reveals how they sanitised a cruise ship after mass coronavirus outbreak']"
42,"['Coronavirus: nearly 60 new cases found on cruise ship in Japan', 'Surprise Outbreak Grows on Cruise Ship Docked in Japan', 'Coronavirus Costa Atlantica: Japan investigates outbreak on docked liner', '148 cruise ship crew in Nagasaki test positive for virus']"
