,0
0,['A Beloved Bar Owner Was Skeptical About the Virus. Then He Took a Cruise.']
1,"['Airline industry facing long, slow recovery after coronavirus pandemic ends travel boom']"
2,['Coronavirus and Booking Travel: Considering the Risk']
3,['Zaandam cruise ship passenger from UK remains stranded in South Florida']
4,['Germany Starts Broad Antibody Testing to Assess Spread of Coronavirus; Israel Relaxes Restrictions']
5,"['In an age of coronavirus, airlines\' \'Mr. Fix-It\' says the industry\'s future depends on convincing travelers it\'s safe to fly again']"
6,['The coronavirus will change how we travel. That will probably be good for us.']
7,"['Cruisers not deterred by coronavirus pandemic, still booking future voyages, experts say']"
8,['Global coronavirus cases top 2.3 million as pandemic forces businesses to shift plans']
9,['Will Travel Change After Coronavirus? Here\'s What Experts Have to Say']
10,['Tempted to spend that coronavirus IRS stimulus check on a vacation? Here\'s what you should know']
11,['Air traffic before and after Europe\'s coronavirus lockdowns – video']
12,"['It\'s a buyer\'s market for travel deals due to coronavirus fallout, but should you buy?']"
13,['‘Nobody Cares About the Little People’: Cruise Crews File Covid-19 Suit']
14,"['\'Significant number\' of US crew still stuck on cruise ships, State Dept. says']"
15,['Options for flying to Hawaii narrow as coronavirus quarantine rule takes hold']
16,"['5 things not to do when coronavirus quarantine, lockdown end']"
17,"['Global Tracker: Denmark, India, Germany, Spain Virus News']"
18,['Australian government settles cruise ship lawsuit fighting coronavirus order']
19,['Airlines cheer government coronavirus aid but paint bleak demand picture']
20,"['United execs warn of \'tough decisions ahead,\' stark industry outlook amid coronavirus']"
21,"['Manhattan, KS airport uses humor to uplift during coronavirus pandemic']"
22,"['Britain’s Lockdown Is Extended, and Putin Postpones Military Parade']"
23,['Coronavirus Travel: What Happens to Planes Grounded by Covid-19']
24,"['Treasury, Airlines Reach Agreement on Coronavirus Aid']"
25,"['Coronavirus live news: Europe fatalities pass 100,000, but death rate slows in Spain and Netherlands']"
26,['How coronavirus muted L.A. mariachi music']
27,"['US airlines, Treasury Department reach agreement billions in aid']"
28,['Charlotte-area travelers struggle to get refunds from canceled cruise trips due to COVID-19']
29,['Coronavirus in N.Y.C.: Major Airports Are Eerily Silent']
30,"['U.S. airlines sitting on $10 billion owed to consumers for canceled flights, lawmakers say']"
31,['Coronavirus Air Travel: What Needs to Happen Before We Fly Again?']
32,"['How to get refunds on travel, summer camp and other deals made before the coronavirus']"
33,['Can they be saved? Travel industry winners and losers of federal bailout']
34,['Protestors in northern NY call on Gov. Cuomo to reopen the state']
35,['India says no decision yet on easing or lifting flight restrictions']
36,['Deal alert: Ski season flights to Vail from $127 round trip on American Air']
37,['Florida Dept. of Health releases names of long-term care facilities with COVID-19 cases']
38,['Air travel across the United States has dropped by 95%']
39,"['Answering Your Coronavirus Questions: Travel, Relationships And Reopening Safely']"
40,['Coronavirus Air Travel: These Numbers Show the Massive Impact of the Pandemic']
41,['Singapore Considers Housing Uninfected Foreign Workers in Cruise Ships']
42,"['Coronavirus live updates: US death toll surpasses 40,000, Cuomo says NY is \'past the high point\' of cases', 'Cuomo: \'Aggressive\' coronavirus antibody testing to start in NY in coming days', 'Data shows New York\'s coronavirus outbreak \'past the high point\': Cuomo', 'Checkbooks are opening for these bookstores - News from southeastern Connecticut']"
43,"['Coronavirus travel upside: More airlines banish the dreaded middle seat', 'Air France to run 30% of its flights from July onwards Airline Air France is aiming', 'Coronavirus: Fewer than 1 in 10 seats filled on US flights amid global pandemic', 'Demand For Air Cargo Capacity Is Urgent — Who Will Fill It?', 'Vaccination cards and seat spacing: Air travel in a post-coronavirus world could be vastly different, experts say']"
44,"['Passengers sue cruise lines, alleging COVID-19 negligence', 'Carnival Cruises Under Fire for Adding \'Huge Strain\' to US Efforts by Continuing to Sail Despite Coronavirus Spread', '6 Ways The Cruise Industry Will Make a Comeback', 'Royal Caribbean extends suspended cruise operations until June 11']"
45,"['Coronavirus: Who is still flying?', 'An industry in crisis: can Australia afford to have just one airline?', 'Virgin Australia Offered $200 Million Cash Injection', 'Virgin Australia pilot Daniel Vigilante speaks out about devastating job losses', 'NSW coy on Virgin bailout as Victoria rejects calls for help']"
