,0
0,['Doctors express glimmers of hope as they try out new approaches against coronavirus']
1,['COVID-19 Targets the Elderly. Why Don’t Our Prevention Efforts?']
2,['Cuba bets on their biotech industry in the race to treat coronavirus']
3,['L.A. nurse dies after treating a coronavirus patient']
4,"['Fauci delivers somber warnings, California sets new rules for reopening restaurants']"
5,['Muscular dystrophy treatment showing promise with COVID-19 patients at Cedars-Sinai']
6,['UPMC Presbyterian Hospital Among Pennsylvania Hospitals Receiving Potential Coronavirus Treatment']
7,['Coronavirus Ravaged a Choir. But Isolation Helped Contain It.']
8,"['Coronavirus Pandemic: Live Updates and News for May 13, 2020']"
9,['Lawmakers keep calling essential workers \'heroes\' – but Congress has yet to pass a hazard pay raise']
10,['Soaring drug prices could bar access to future coronavirus treatments']
11,['Live updates: Colleges opening in fall is up for debate; grave alarm raised on economy']
12,['Recovered Covid-19 Patients in Orthodox Jewish Community Flock to Donate Blood Plasma']
13,['Covid-19 isn\'t just a respiratory disease. It hits the whole body']
14,['Some Doctors Pull Back on Using Ventilators to Treat Covid-19']
15,['Texas coronavirus: Photos from the state during the pandemic']
16,['Stanford’s new coronavirus treatment approach: Hit hard — and early']
17,['Colorado sewage treatment plants are examining your poop for coronavirus clues. Seriously.']
18,['Chad\'s storytellers take COVID prevention messages off the grid']
19,['\'Thank You PDX\' campaign to thank heroes during COVID-19 pandemic']
20,['A Coronavirus Warning In LA\'s Municipal Turds']
21,"['CRISPR tests for coronavirus, unproven therapies and a high-profile resignation']"
22,['Old Vaccine Gets New Look in Tests for Coronavirus Protection']
23,"['As COVID-19 looms, conditions for migrants stalled at U.S. border are a \'disaster in the making\'']"
24,['OPINION EXCHANGE | We treated older coronavirus patients. Here\'s how to save more of them.']
25,['No deaths and an army of hospital workers ready to fight: A rural town’s prescription for a nation weighing what’s next']
26,['Why Your Shrink Wasn’t Offering Virtual Therapy Until Now']
27,['Coronavirus live updates: Capital Region numbers slow to trickle']
28,['A tale of two Japanese drugs in tests to fight COVID-19']
29,['It can still be hard to get a coronavirus test -- and that\'s not the only problem']
30,['Coronavirus vaccine: When will it be ready? Everything we know so far']
31,['May 12 evening update: The latest on the coronavirus and Maine']
32,['Children Gravely Ill With Covid-19 Often Had Other Medical Conditions']
