,0
0,['I Just Flew. It Was Worse Than I Thought It Would Be.']
1,['How the Coronavirus Will Change Airports']
2,['Vacationing in a pandemic: Coronavirus-wary Americans expected to forgo flights in favor of road trip getaways this summer']
3,['Airline Tells Passengers How To Help Ease Travel Restrictions And International COVID-19 Bans']
4,['Coronavirus World News: Live Updates']
5,['Here\'s what global travel could be like after COVID-19']
6,"['How lax rules, missed warnings led to Japan\'s second coronavirus cruise-ship hot spot']"
7,"['Coronarivus: 3 million Europeans passed through NY airports before travel ban, Cuomo says']"
8,['What will staying in a hotel look like in the near future?']
9,['Travelers to Hawaii to see changes in travel forms']
10,['Cruise the Zoo: Phoenix Zoo offers self-guided drive-thru tours']
11,"['Global Tracker: U.K., India, Russia']"
12,"['UC Berkeley Graduate Files Suit After Cruise Canceled, Refund Denied']"
13,['NY Airport Is 1st to Use Device That Could Be Game-Changer In Keeping Airports Clean']
14,['Southwest and American Are Bringing Back Some International Flights — What to Know']
15,"['Coronavirus: Summer holidays abroad possible, German official says']"
16,['India Starts Bringing Home Hundreds of Thousands Stranded Amid Coronavirus']
17,"['The people waiting out Covid-19 in dark, frozen Antarctica']"
18,['Coronavirus live updates: The Saddle Rack bar in Fremont closing for good after nearly 44 years']
19,['Why Empty Planes Keep Flying Through the Pandemic']
20,['Screenings Were Porous as Trump Spurred Exodus From Virus Hot Spots']
21,['Coronavirus Might Hobble Sabre’s Travel Tech Ambitions for Months']
22,['Key West residents want to limit cruise ships']
23,"['GE Aviation plans to cut 13,000 jobs as coronavirus hits air travel demand']"
24,['Coronavirus: What global travel may look like ahead of a vaccine']
25,['Pan American Health Organization Fears \'Humanitarian Crisis\' In Haiti : Goats and Soda']
26,['This is what it\'s like to travel across Europe right now']
27,['CDC scientists overruled in White House push to restart airport fever screenings for COVID-19']
28,['Roseburg couple\'s vacation cruise turns into a pandemic nightmare']
29,['9 Aspects To Consider Before Traveling Overseas Again']
30,['The Astrologers Didn\'t Predict Coronavirus.']
31,"['Carlyle, GIC Back Away from AmEx Global Business Travel Deal']"
32,['European airlines drop guidance and warn it could take years for demand to bounce back']
33,['Inside a photographer\'s quest to photograph hundreds of parked planes - Business Insider']
34,['An Industry Both Grounded and Up in the Air']
35,['These senators are grounded in DC as coronavirus disrupts travel']
36,"['Costa Atlantica begins flying crew home (including lone American), announces additional coronavirus case']"
