,0
0,['The Infection That’s Silently Killing Coronavirus Patients']
1,['Coronavirus cure: When will we have a drug to treat it?']
2,['Analysis urges less reliance on ventilators for coronavirus patients']
3,['Los Angeles County hospitals say people are waiting too long to seek treatment over coronavirus fears']
4,['Coronavirus found in Paris sewage points to early warning system']
5,['Coronavirus pandemic in the US']
6,['California coronavirus tests to cover some asymptomatic people']
7,"['FDA greenlights first coronavirus test with at-home sample, Trump targets immigration']"
8,['Nasal Spray Being Tested as Potential Coronavirus Treatment']
9,['Could an old vaccine be a godsend for new coronavirus?']
10,['Coronavirus News: Teen successfully treated for COVID-19 with blood cleaning therapy']
11,['Coronavirus updates: New York aims to double testing capacity as death toll rises']
12,['Coronavirus: Plasma treatment to be trialled']
13,['A 19th-century treatment is being used to battle coronavirus infections | Coronavirus Newsletter']
14,['Bigger checks? Relief for states? What could be in the next coronavirus bill']
15,"['Coronavirus daily news updates, April 21: What to know today about COVID-19 in the Seattle area, Washington state and the nation']"
16,['Utah health officials plan to buy 200K doses of unproven treatment for COVID-19']
17,['DOJ Clears U.S. Drug Companies to Distribute Hydroxychloroquine to Coronavirus Patients']
18,['Pandemic could cause famines of \'biblical proportions\'']
19,"['Live coronavirus updates for Tuesday, April 21: Five new deaths reported but new cases drop; some law school grads will get to practice without passing bar exam']"
20,['Coronavirus Israel live: Netanyahu announces lockdown on Independence Day']
21,['Coronavirus protests: The moment a man in scrubs confronts drivers']
22,['Experimental Coronavirus Treatment Colchicine to Be Sent to Patients\' Homes Hours After COVID-19 Diagnosis']
23,"['In two states, a vast testing gap shows what it means to have no national strategy']"
24,['Bad Bunny And Other Global Artists Sing About Coronavirus Prevention : Goats and Soda']
25,"['Physical therapists, chiropractors teach DIY treatments during coronavirus']"
26,"['C.D.C. Labs Were Contaminated, Delaying Coronavirus Testing, Officials Say']"
27,"['CDC director warns second wave of coronavirus is likely to be even more devastating', 'Coronavirus second wave may be even worse: US health chief', 'California recommends virus tests for some with no symptoms', 'CDC chief says there could be second, possibly worse coronavirus outbreak this winter']"
28,"['Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates', 'More deaths, no benefit from malaria drug in VA virus study', 'Sanjay Gupta breaks down the most important findings from new unpublished hydroxychloroquine study', 'Study finds no benefit, higher death rate in patients taking hydroxychloroquine for Covid-19']"
