,0
0,"Hospital admissions, deaths show steady downward trend: RIVM"
1,"Stay home for Ramadan, say mayors"
2,Ministers hold out hope for hairdressers
3,Rules for help to pay salaries relaxed
4,Fewer coronavirus patients hospitalised
5,Ministers urged to get tough on bail-outs
6,KNVB expected to abandon football season
7,Mixed reactions to new corona measures
8,Minister to commission coronavirus app
9,
10,"Hospital admissions, deaths show steady downward trend: RIVM"
11,"Prisoners brand protection 'a joke', disabled are 'forgotten group'"
12,Mayors ask Muslims to eat and pray at home during Ramadan
13,"Some hope for hairdressers, but cafes will remain closed: prime minister"
14,Dutch relax rules for help to pay salaries to include more companies
15,"Fewer hospital admissions, deaths in latest coronavirus update"
16,Dutch cabinet faces demands for tougher conditions on corporate bail-outs
17,KNVB to notify UEFA of plans to abandon football season
18,Mixed reactions as Dutch open schools but extend event ban to September
19,Minister to commission coronavirus app after flopped fast-track effort
20,Dutch reopen primary schools and daycare but ban events until September
21,"Dutch official coronavirus death toll nears 4,000, hospitalisation rate still falling"
22,"Primary schools may reopen, government advisors say ahead of key cabinet meeting"
23,Company turns cabins into 'meet the elderly' spaces for care homes
24,"House prices unaffected by coronavirus so far, say real estate agents"
25,Big Brother is watching you take an exam: students protest at online surveillance
26,"Coronavirus bail out? Not if you are in a tax haven, say GroenLinks and PvdA"
27,Nearly 400 Dutch sign up for mass coronavirus claim against Tirol ski resort
28,"App to monitor corona infection available nationwide, OLVG starts trial testing"
29,Dutch report lowest increase in coronavirus death toll this month
