,0
0,"['150 doden door corona in gehandicaptenzorg: \'Deze groep wordt vergeten\'']['Het coronavirus raakt mensen met een lichamelijke of verstandelijke beperking hard, maar er is volgens betrokkenen weinig aandacht voor hun situatie. ""Deze ...']"
1,"['Corona-update | Emoties bij video uit Enschede, waarschuwing voor thuiskappers']['ENSCHEDE - Het Twentse nieuws omtrent het coronavirus volgt zich in zo\'n hoog tempo op, dat het bijna niet bij te benen is. Daarom maken we elke dag een ...']"
2,['Forse toename doden en besmettingen door corona in verpleeghuizen']['De uitbraak van het coronavirus neemt in verpleeghuizen in ernst toe. Het aantal geregistreerde sterfgevallen is sinds vorige week met ruim 200 opgelopen tot ...']
3,"['Veel twijfel over corona-app, maar ontwikkeling gaat door']['Na een week vol kritiek op de zeven gepresenteerde corona-apps, houdt minister De Jonge van Volkgezondheid goede moed. ""Ik geloof nog steeds in een app"" ...']"
4,['VS: China meldde corona-uitbraak veel te laat']['De Verenigde Staten vinden dat China de uitbraak van het coronavirus te laat heeft gemeld bij de Wereldgezondheidsorganisatie (WHO). „En zelfs daarna ...']
5,"['GGD kan vaker testen op corona, maar werkwijze moet beter']['olgens minister Hugo de Jonge van Volksgezondheid is er bij de GGD voldoende ruimte om vaker te testen op corona.']"
6,['Veel nieuwe besmettingen Scheuren in geprezen corona-aanpak Singapore']['Nog geen maand geleden keek de wereld vol bewondering naar Singapore. Het land leek het coronavirus onder controle te hebben. Maar nu stijgt het aantal ...']
7,['Corona in Friesland - 22 april | Burgemeesters wilden geen extra versoepeling voor Noorden en onrust bij zorgpersoneel over beschikbaarheid mondmaskers']['Zorgen op Schiermonnikoog. Vooralsnog is er geen gemelde besmetting met het coronavirus op het eiland. Om dat zo te houden is het zaak om zo weinig ...']
8,['Heb ik hooikoorts of is het corona? Dit zijn de verschillen en dit kun je doen']['De vroege symptomen van hooikoorts en corona lijken verraderlijk veel op elkaar. Zo herken je de verschillen en dit kun je doen.']
9,['Zo onderzoekt Sanquin hoeveel mensen corona-antistoffen hebben']['Het eerste resultaat van het onderzoek naar het aantal Nederlanders met antistoffen tegen het coronavirus riep veel vragen op bij NU.nl-lezers. Een uitleg van ...']
10,"['Patiënt welkom bij tandarts – met strenge maatregelen tegen corona']['Tandartsen staan weer klaar om de boor ter hand te nemen bij acute kiespijn, maar ook weer voor de halfjaarlijkse controle. Toch is het nog geen komen en ...']"
11,['Onderzoek naar vatbaarheid varkens voor corona | Binnenland']['Landbouwminister Carola Schouten laat onderzoeken of varkens besmet kunnen raken met het nieuwe coronavirus. Uit onderzoek tot dusver is dat niet ...']
12,['LIVEBLOG CORONA 22 APRIL 2020']['In dit liveblog houdt Binnenlands Bestuur naast de reguliere berichtgeving een chronologisch overzicht bij van het laatste nieuws over het …']
13,"['Corona-update | Meer verstoppingen in riool sinds coronamaatregelen, mondkapjesplicht in Duitsland']['VIDEOHet nieuws omtrent het coronavirus volgt zich in zo\'n hoog tempo op, dat het bijna niet bij te benen is. Daarom maken we elke dag een overzicht van de ...']"
14,['Vijftien nieuwe ziekenhuisopnames door corona']['Sinds gisteren zijn er vijftien nieuwe opnames van coronapatiënten in Amsterdamse ziekenh.']
15,"['De \'Zweedse corona-aanpak\' bestaat niet, en toch ook weer wel']['De ontspannen Zweedse aanpak van het coronavirus oogst verbazing in de wereld. Veel maatregelen blijken bij nadere beschouwing meer toeval dan ...']"
16,"['\'De Jonge laat nieuwe corona-app maken\' • Tandartsen hervatten reguliere zorg']['De meeste bestaande coronamaatregelen worden tot 20 mei verlengd. Zo gaan kappers en fysiotherapeuten nog niet aan het werk, blijft de horeca dicht en ...']"
17,['Bijna 8 miljoen tv-kijkers voor Rutte • De Jonge laat nieuwe corona-app maken']['Experts uit verschillende disciplines praten de hele ochtend de Tweede Kamer bij over de ontwikkeling van corona-apps. Die hoorzitting is te volgen bij de NOS ...']
18,"['Wachtrij bij corona-sneltest in Losser, GGD is minder blij']['Binnen een uur weten of je corona hebt (gehad). Het kon vandaag bij Hestia in Losser, een bedrijf dat zich richt op de trombosezorg. ""Er is een grote behoefte ...']"
19,"['Oud-Kamerlid SGP Van den Berg overleden aan corona']['Koos van den Berg, oud-Kamerlid namens de SGP, is gisteravond op 77-jarige leeftijd overleden. Volgens het Reformatorisch Dagblad stierf hij aan ...']"
20,"['Bezuinigen na corona: de opties liggen al klaar']['Geen enkele politicus maalt op dit moment om de oplopende staatsschuld. Maar als de coronacrisis eenmaal bezworen is, is dat wel anders.']"
21,['Kabinet wil niet te snel meer testen op corona en Baarn bereidt zich voor op digitaal vergaderen']['PROVINCIE UTRECHT - Ook deze woensdag worden er weer een boel nieuwe ontwikkelingen in de coronacrisis verwacht.']
22,"['\'Tekort aan arbeidsmigranten dreigt door corona\'']['In de landbouw en bouwsector dreigen vanwege de coronapandemie tekorten te ontstaan aan buitenlandse arbeidskrachten uit landen als Polen, Bulgarije en ...']"
23,"['De vergeten corona groep']['Dinsdagavond was er een persconferentie over het corona virus. Ik vond het een duidelijk en goed verhaal, aan de meeste mensen werd aandacht gegeven en ...']"
24,['Luchtkwaliteit sinds corona flink verbeterd | #NLblijftthuis']['In de rubriek \'Dominique Duikt in de Data\' laat datajournalist Dominique Voss zien wat er allemaal verandert in coronatijden. Vandaag: veel minder vervuiling in ...']
25,"['Als je gehandicapte dochter corona heeft: \'Niet bij je kind kunnen zijn, is vreselijk\'']['EDE - Het al weken gevreesde telefoontje kwam zondag. Marjolein (40), de gehandicapte dochter van Dirk (74) en Marianne (64) van Ginkel uit Ede, is besmet ...']"
26,['Corona | \'Ondernemers hebben nieuw steunpakket nodig\'']['Er is een nieuw steunpakket nodig voor ondernemers die zijn getroffen door de coronacrisis. Een deel van de ondernemers dreigt anders ten onder te gaan.']
27,['Kamer wil snel overleg over gevolgen van Corona voor het onderwijs']['Nieuws | de redactie. 22 april 2020 | Wordt de privacy van studenten niet op grote schaal geschonden met online tentamens? Moet er geen financiële hulp ...']
28,['Waarom niet op bezoek bij opa en oma als kinderen het virus nauwelijks verspreiden?']['Uit de eerste resultaten van verschillende onderzoeken blijkt dat kinderen nauwelijks bijdragen aan de verspreiding van het coronavirus. Daarom gaan onder ...']
29,"['Van \'quarantinderen\' tot \'balkonade\': hoe corona de Dikke van Dale bestormt']['quizAls je met een coronakapsel de 1,5 metersamenleving betreedt, levert dat overal ontwijkstress op. Ja, de Dikke van Dale wordt met de dag dikker in deze ...']"
30,"['Dutch Comic Con nog eens uitgesteld vanwege corona: nu in november']['De tiende editie van Heroes Dutch Comic Con, het evenement voor fans van strips, fantasy en games, wordt verplaatst naar het weekend van 21 en 22 ...']"
31,"['Veel bezorgde zorgmedewerkers toch niet besmet met corona, blijkt uit GGD-cijfers']['Veel zorgmedewerkers in Zaanstreek en Waterland die vrezen corona onder de leden te hebben, zijn toch niet besmet met het virus. Dat meldt de GGD op basis ...']"
32,"['Corona-app van OLVG landelijk beschikbaar: dit doet en en zo werkt het']['De corona app van de overheid laat op zich wachten, amar het OLVG-ziekenhuis heeft wel er al wel 1. Dit kan de app en zo werkt het.']"
