,0
0,['How the coronavirus changed air travel in California']
1,['Raleigh husband says he was told his March cruise had no COVID-19 cases. He was diagnosed one day after returning']
2,"['Coronavirus, visa woes leave Indian students in the US in a limbo']"
3,['What happened on board the last cruise ship still at sea']
4,['Live Tracker: World Coronavirus Coverage']
5,['How Coronavirus Will Forever Change Airlines and the Way We Fly']
6,['Coronavirus forced a group of teens to sail home across the Atlantic']
7,"['Coronavirus live updates: Dr. Fauci warns US could \'be in for a bad fall,\' food banks close as help dwindles']"
8,['\'War and disease travel together\': Why the pandemic push for a global cease-fire is gaining ground']
9,['How Coronavirus Will Change Air Travel']
10,['Scientists know ways to help stop viruses from spreading on airplanes. They’re too late for this pandemic.']
11,"['Coronavirus updates: Texas to lift restrictions this week, SF extends shelter in place through May']"
12,"['Las Vegas natives stuck at sea, unable to disembark from cruise ships']"
13,['Drones could help fight coronavirus by air-dropping medical supplies']
14,['Mandatory Face Masks And More: Canadian Airlines Introduce New Coronavirus Travel Safety Measures']
15,['Coronavirus Q &amp; A Part 4: Is air-conditioning a risk? Elevators? Poop?']
16,['An Israeli airline merger? The coronavirus could make it happen']
17,['Why NYC failed on coronavirus response while Seattle succeeded: report']
18,['Coronavirus: Brazil becoming hot spot; WHO warns on reinfection']
19,"['5 things to know for April 24: Coronavirus, economy, White House, air travel, Zoom']"
20,"['Tripadvisor Lays Off 25 Percent of Global Workforce, Closes Some Offices']"
21,"['Coronavirus Update: Testing Blueprint Announced, Airlines Require Face Masks']"
22,['Passenger count at Eastern Iowa Airport cut nearly in half by coronavirus impact']
23,['Spain\'s daily coronavirus death toll falls; Germany\'s reproduction rate rises']
24,['Cleaning a floating petri dish: How is a cruise ship sanitized after a coronavirus outbreak?']
25,['Hong Kong airport brings in cleaning robots and disinfection booth']
26,['Airlines and Hotels Reach Out to Their Top Spenders']
27,['Coronavirus News: JetBlue is first US airline to require travelers to wear face coverings']
28,"['Rate of guns found by TSA jumps, even as fewer people fly']"
29,['Coronavirus News: Westchester County Airport closing to accelerate runway repairs']
30,['Coronavirus Sparks Air Travel Nostalgia']
31,"['Few Travelers, Few Flights and Now, a Total Airport Shutdown']"
32,"['Coronavirus Layoffs: MGM Studios, Enterprise Holdings Latest To Cut Workers Amid Pandemic']"
33,['My ancestors fled the Azores. The coronavirus trapped me there.']
34,['Coronavirus: Spain daily death toll lowest in over a month; airlines in \'survival mode\'']
35,['The coronavirus cruise: on board the Diamond Princess | 1843']
36,['Chinese tourist trips during Labour Day weekend to drop by half']
37,['Plastic Bubble shield design to stop coronavirus spread - Business Insider']
38,['Here’s how the state is beefing up traveler quarantine measures']
39,"['Boeing CEO says air travel recovery could take two to three years; board wins approval', 'Boeing CEO Sees Years Of Recovery From Coronavirus Ahead For Aviation Industry', 'Prosecutors, Regulators Probe Boeing 737 MAX Production Issues', 'Boeing Is Grounded in More Ways Than One', 'Boeing tells workers terms of voluntary layoffs, says air travel recovery will take years']"
40,"['Absent vaccine, airline industry may be gutted for years', 'Travel-Demand Woes to Ail United Airlines (UAL) Q1 Earnings', 'Airlines cancel flights after Manila lockdown extension']"
41,"['JetBlue will require passengers to wear masks, other airlines will provide them for travelers', 'JetBlue to become first major US airline to require passengers to wear face coverings', 'Some U.S. Airlines Begin Asking, Or Requiring, Customers To Wear A Mask On Board', 'Which airlines are requiring masks for flight attendants or passengers?']"
42,"['Nearly 150 crew members on Costa Atlantica cruise ship test positive for coronavirus', '148 Crew Members Test Positive for Coronavirus on Cruise Ship Docked in Japan', 'Uninfected crew members on cruise ship in Nagasaki to be sent home', 'Nearly 150 Total Coronavirus Cases Confirmed on Cruise Ship in Japan', 'Fifty-Seven New COVID-19 Cases on Costa Atlantica']"
43,"['Hannity demands retraction, threatens legal action over NYT column linking him to COVID-19 death | TheHill', 'Sean Hannity demands retraction from New York Times over \'defamatory\' coverage', 'Sean Hannity Responds to Challenge to Support First Responders – by Buying Yankees Tickets', 'Sean Hannity buys 500 Yankees tickets for New York health care workers', 'UChicago Working Paper Finds Relationship Between News Source and COVID-19']"
44,"['Southwest Airlines posts first loss since 2011, sees revenue down as much as 95% in May', 'Southwest Air Targets Extra $2.6 Billion With Stock, Bond Sales', 'Southwest Airlines posts first operating loss in 11 years', 'American Airlines Stock Only Has Option Value Left', 'Southwest warns that revenue could drop as much as 95% in May']"
45,"['Coronavirus Lingers in Air of Crowded Spaces, New Study Finds', 'Coronavirus lingers in the air of crowded spaces, study finds', 'Study: Coronavirus Lingers in Air of Crowded Places', 'Study Finds The Coronavirus Can Linger In The Air In Crowded Spaces', 'Coronavirus: Traces of virus can \'linger\' in the air, study suggests']"
46,"['When Coronavirus Hit, Why Did Cruise Ships Keep Sailing?', 'April 27 updates: Quantum first back to offload crew in China, Carnival brands repatriate crews by ship, Disney/AQSC delay, May 1 seafarer salute', 'COVID cruises: Ships sailed on despite the coronavirus, and thousands of people paid the price', 'What “Experts” Keep Getting Wrong About Cruising']"
47,"['Saudi Arabia buys $500 million stake in coronavirus-hit Live Nation, stock jumps nearly 10%', 'Saudi Arabia Buys $500 Million Stake in Live Nation, Stock Rises', 'Saudi Arabia\'s Sovereign Wealth Fund Builds $500 Million Stake in Live Nation', 'Opening Bell 4.28.20']"
48,"['How far does coronavirus travel in the air? Preliminary study finds virus on tiny particles of air pollution', 'How air pollution exacerbates Covid-19', 'Will improved L.A. air quality amid coronavirus last?', 'Researchers want to know if pollution helps coronavirus spread farther', 'Report: Nearly Half of Americans Breathing Unhealthy Air']"
49,"['Coronavirus: global death toll passes 200,000 as more countries prepare to reopen', 'US coronavirus death toll surpasses 55,000', 'Coronavirus: Children in Spain relish outdoor hour of play as Covid-19 lockdown eased']"
50,"['Argentina bans all commercial flights until September in response to coronavirus pandemic', 'Coronavirus: Argentina bans commercial flight sales until 1 September', 'Argentina to ban all international flights for four months due to coronavirus | TheHill', 'Argentina stops all flights until 1 September, sparking outcry', 'Argentina Bans All Domestic and International Flights until September 1st']"
51,"['Tom Cruise went ‘ballistic’ over sharing rooms while making ‘The Outsiders,’ Rob Lowe claims', 'Rob Lowe recalls how a young Tom Cruise \'went ballistic\' when they had to share a hotel room', 'Rob Lowe Says Tom Cruise Went \'Ballistic\' Over Sharing a Room While Making The Outsiders', 'Blake Lively Is Venturing Into Home Hair Coloring', 'Dax Shepard On Why He\'d Approve of His Kids Taking Psychedelic Drugs']"
52,"['Lithuanian capital to be turned into vast open-air cafe', 'Vilnius becomes giant open-air café to support bars and restaurants']"
53,"['Carnival Stock: Buy, Sell, or Hold?', 'Turns out Panama-incorporated Carnival Cruise Line got a backdoor multibillion-dollar bailout from the federal reserve', 'Carnival Cruise Line prices sink again as it grabs government life raft', '5 Questions to Ask Before Investing in Carnival Stock', 'Carnival Cruise Line raised $6billion in financing after Fed intervened to save businesses']"
54,"['Virgin Atlantic needs a rescue plan, and fast', 'If you are worried about airline bankruptcy, here’s how to burn through your miles now', 'Coronavirus: Virgin Atlantic seeks new investors amid Richard Branson tax row', 'Richard Branson seeking buyer for Virgin Atlantic: Telegraph - The Jakarta Post', 'Does Virgin Atlantic Pay U.K. Tax? Yes, No And That’s Besides The Point']"
55,"['British Airways to cut up to 12,000 jobs as air travel collapses', 'British Airways To Cut Up To 12,000 Jobs Over Coronavirus', 'Breaking: British Airways set to cut up to 12,000 employees amid coronavirus restructuring', 'British Airways warns as many as 12,000 jobs to go', 'Coronavirus: British Airways slashes jobs with 12,000 staff at risk']"
56,"['United, Frontier require flight attendants to wear face masks. Are passengers next?', 'Woman Shocked By The Number Of Unmasked Passengers On A Miami To NYC Flight', 'Shocking photos show flights still flying full of passengers with hardly anyone wearing masks']"
57,"['Air France-KLM Gets €10 Billion Bailout as Coronavirus Hits Travel', 'Could COVID-19 Lead To Air France-KLM Breakup?', 'How Aid Could Complicate The Air France-KLM Relationship', 'Airlines get selective boost from coronavirus bailouts']"
58,"['Only 14 public companies say they will return small-business coronavirus loans', 'Small business loans above $2 million will get full audit to make sure they\'re valid, Mnuchin says', 'The Lakers Got Federal Aid and Your Corner Shop Didn’t', 'My friend\'s small hiking shop is dying. It\'s one story of millions']"
59,"['Travel \'bubble\' idea may be first step in reopening tourism between Australia, New Zealand', 'How New Zealand \'eliminated\' Covid-19 after weeks of lockdown', 'Prime Minister Ardern says New Zealand has won ""battle"" against community spread of coronavirus', 'Vaughn Palmer: Wish New Zealand luck. If it can’t kill virus, prospects won’t be good for places further behind', 'Coronavirus Eliminated in New Zealand Following Government Response']"
60,"['Delta Air Lines distributing masks to passengers, employees', 'Delta Air Lines: Cheap For A Very Good Reason', 'Delta taps debt markets for $5bn to replace lost cash flows', 'T-Mobile, Delta Deals Signal an Opening in Leveraged Loan Sales', 'Delta Boosts Size of Planned Debt Offering: Report']"
61,"['Boeing workers to return to Dreamliner factory in South Carolina next month after closure amid coronavirus', 'Boeing to resume 787 operations in South Carolina', 'Boeing to resume 787 Dreamliner operations in South Carolina', 'Boeing to resume 787 operations in South Carolina, company says', 'Boeing to resume 787 operations in North Charleston']"
62,"['President’s intelligence briefing book repeatedly cited virus threat', 'Coronavirus: Trump \'can\'t imagine why\' US disinfectant calls spiked', 'Fact check: Trump repeats false claims and Pence misleads on previous testing comments', 'Disinfect the White House of quackery', 'Experts say renewed testing plan may be too little, too late']"
63,"['\'Seaface\': Royal Caribbean Cruises hopes to trademark face mask as coronavirus spreads', 'Royal Caribbean files trademark for possible electronic muster drills']"
64,"['Coronavirus live updates: Trump to order meat plants to stay open', 'Los Angeles mayor calls states competing for supplies ""an embarrassment""', 'California small businesses sue officials over coronavirus closures', 'Garcetti: L.A. stay-at-home rules could be eased in weeks', 'Coronavirus: LA Mayor Garcetti says \'safer-at-home\' orders could be eased within weeks']"
65,"['Airlines, cargo carriers have received more than $12 billion in coronavirus relief', 'JetBlue, Delta seek U.S. OK to suspend flights to 25 U.S. airports', 'Sun Country can drop to six flights a week at MSP', 'Sun Country wins big as United, Frontier lose in latest CARES Act ruling', 'United Becomes Latest US Carrier to Schedule Tag Flights']"
66,"['The coronavirus genome is like a shipping label that lets epidemiologists track where it\'s been', 'As more than a dozen states begin to reopen their economies, experts advise extra caution in these public spaces', 'Why are more men dying from COVID-19?', 'COVID-19: Are the testes really a coronavirus reservoir?']"
67,"['Coronavirus: DeWine unveils reopening details: Offices on Monday; retail on May 12; dine-in restaurants, bars remain closed', 'Ohio’s G.O.P. Governor Splits From Trump, and Rises in Popularity', 'PX column: Here\'s the problem with Gov. Mike DeWine\'s plan to reopen Ohio\'s economy', 'DeWine on reopening Ohio economy: \'We\'re just kind of phasing this in one step at a time\'']"
68,"['Airbnb to issue cleaning recommendations, including 24 hours between rentals', 'Airbnb is establishing a new cleaning protocol for hosts to limit spread of COVID-19 - Business Insider', 'Airbnb will make some property owners wait 24 hours between guests', 'Airbnb launching 24-hour waiting period, new cleaning protocol']"
69,"['Luke Air Force Base, Arizona Air National Guard to honor COVID-19 frontline workers with special flyover on May 1', 'HAFB to salute those on front lines of COVID-19 fight with flyover of Utah', 'Special Valley flyover to honor COVID-19 first responders on May 1', 'Oklahoma Air National Guard to perform flyovers to salute coronavirus frontline workers']"
