,0
0,['Inside the NIH\'s controversial decision to stop its big remdesivir study']
1,['Coronavirus live updates: Hot spots flare up in South East; grocery costs jump most in 46 years']
2,['Viral Posts Mislead on COVID-19\'s Toll on Health Care Workers']
3,['Stanford’s new coronavirus treatment approach: Hit hard — and early']
4,['BioAegis says its \'inflammation regulator\' is best weapon to fight Covid-19']
5,['Some Doctors Pull Back on Using Ventilators to Treat Covid-19']
6,['Coronavirus World Updates']
7,['How coronavirus attacks the human body - The Washington Post']
8,['Recovered Covid-19 Patients in Orthodox Jewish Community Flock to Donate Blood Plasma']
9,['It can still be hard to get a coronavirus test -- and that\'s not the only problem']
10,['Texas coronavirus: Photos from the state during the pandemic']
11,['First North Texan Treated With Plasma From COVID-19 Survivor']
12,"['Decades-old treatment may be ‘major tool’ in saving COVID-19 patients, SC doctors say']"
13,['Noem: Drug will be sent to SD for COVID-19 treatment']
14,['Health workers become unexpected targets during covid-19']
15,['Congresswoman proposes forgiving student loans for frontline health care workers']
16,['Health-care ETFs rise as coronavirus treatments take center stage']
17,['Even finding a covid-19 vaccine won’t be enough to end the pandemic']
18,['Cedars-Sinai doctors treat coronavirus with lab-grown human heart cells']
19,['A treatment for this toddler’s rare genetic condition was in sight. Then the pandemic hit.']
20,['\'It Just Broke Me\': Health Workers Struggle For Time To Grieve Patients Lost To COVID-19']
21,"['U.S. Field Hospitals Stand Down, Most Without Treating Any COVID-19 Patients']"
22,"['White House requires masks for staff, Western states ask for $1 trillion in aid']"
23,['They care for people ’round the clock in Washington state during the coronavirus pandemic. Let’s not forget them.']
24,"['Acer Therapeutics to Develop Emetine as Potential COVID-19 Treatment in Collaboration with National Center for Advancing Translational Sciences, One of the National Institutes of Health']"
25,['University Hospitals confirms they are treating case linked to COVID-19 in children']
26,"['Gilead may have a breakout coronavirus drug in remdesivir, but how do you market a pandemic treatment?']"
27,['‘It’s scary to go to work’ at the White House or Senate — making it tricky for Trump to argue Americans should return to work']
28,['Inherent Flaws in COVID-19 Testing Mean Some of Those Infected Don\'t Get the Treatment They Need']
29,['Cluster of Covid-19 cases linked to California birthday party']
30,['Hospitals at center of fight over liability protections in coronavirus relief bill']
31,['Health-Care Workers See Steep Job Losses From Coronavirus']
32,"['UC Irvine receives $2.5 million donation for coronavirus testing, treatment and research']"
33,"['Singer Adam Lambert praises coronavirus \'champions,\' says Trump should defer to medical experts']"
34,"['CDC, WHO clash on effectiveness of masks in preventing spread of COVID-19']"
35,"['Hospitals Lose Money During Pandemic; Healthcare Workers Face Layoffs, Cut Hours']"
36,['Tampa General Hospital workers in clinical trial using hydroxychloroquine as COVID-19 preventative']
37,['Update: The latest on COVID-19 in Colorado']
38,['Rethinking Covid-19 in Children']
