,0
0,['This is what air travel could look like in a post-coronavirus world']
1,"['More robots, fewer buffet lines: You will cruise again, but it will look very different']"
2,['Lawsuits are a predictable coronavirus side effect']
3,['Travelers are booking flights again despite coronavirus lockdown']
4,['Coronavirus: Airports \'at risk\' of closure as flights drop 90%']
5,['Business Travel Has Stopped. No One Knows When It Will Come Back.']
6,['Air pollution falls by unprecedented levels in major global cities during coronavirus lockdowns']
7,['Coronavirus impact: San Francisco airport an \'eerie\' ghost town during COVID-19 crisis']
8,['Coronavirus journey: The \'last cruise ship on Earth\' finally comes home']
9,['A Beloved Bar Owner Was Skeptical About the Virus. Then He Took a Cruise.']
10,"['Airlines Offer Vouchers, Credits For Canceled Flights. Customers Want Cash']"
11,"['Live Global Coronavirus Tracker: Italy, Hong Kong and More']"
12,['Coronavirus Has Wiped Out More Than 90% of International Flights']
13,['April 20 coronavirus news']
14,['Where are refunds for Carnival cruises canceled due to COVID-19?']
15,"['Richard Branson Fights to Save Travel, Tourism Empire']"
16,['Coronavirus World News: Live Updates']
17,['Gogo furloughs 60 percent of its workforce as passenger air travel collapses']
18,['Coronavirus Kills More Americans in One Month Than the Flu Kills in One Year']
19,"['Georgia governor says some businesses can reopen, California town to test every resident']"
20,['JetBlue CEO Robin Hayes: Coronavirus Testing Will Be Key for Airlines’ Recovery']
21,['John Wayne Airport stats for March show coronavirus effects']
22,['Future of South Florida Cruise Lines May Be Hygiene Amid Pandemic']
23,[]
24,['Planes grounded by coronavirus pandemic sit idle at airports around the world – in pictures']
25,['Airlines make changes due to COVID-19']
26,['Airline industry has 15 coronavirus-related deaths in 9 days']
27,['Will the sustainable travel movement survive coronavirus?']
28,"['In an age of coronavirus, airlines\' \'Mr. Fix-It\' says the industry\'s future depends on convincing travelers it\'s safe to fly again']"
29,"['China sees return of coronavirus cases in northwest, warns against overseas travel']"
30,"['With two flights a day, West Yellowstone receives largest federal grant among Montana airports']"
