,0
0,['Nightmare at sea ends in death for some cruise ship workers']
1,['What is the future for travel and migration in age of Covid-19?']
2,"['Coronavirus: The airlines, hotels and cruise lines that impressed us — or let us down']"
3,['The future of tourism in the coronavirus era: Asia may hold answers to what\'s ahead']
4,['Coronavirus: Ryanair flyers must ask for loo as flights ramp up']
5,['Travel changed after 9/11; Here\'s how it will look after the Covid-19 pandemic finally recedes']
6,"['Coronavirus airport screening didn’t stop virus in California, says CDC']"
7,['Travel Reopenings Amid the Coronavirus Pandemic']
8,"['Harvard Prohibits all University-Related Domestic and International Travel Until Further Notice, Discourages Personal Travel | News']"
9,['Coronavirus live updates: Hot spots flare up in South East; grocery costs jump most in 46 years']
10,['CDC scientists overruled in White House push to restart airport fever screenings for COVID-19']
11,['I Just Flew. It Was Worse Than I Thought It Would Be.']
12,['Coronavirus live updates: Dr. Fauci testifies at Senate hearing']
13,['Viking Cruises Seeks to Raise $600 Million']
14,"['Future Air Travel: Four-Hour Process, Self Check-In, Disinfection, Immunity Passes']"
15,"['Secret recipes for United Airlines\' stroopwafel, Disney\'s beignets, more to make in quarantine']"
16,['Spain to impose 14-day quarantine for international arrivals']
17,['Austin airport seeing uptick in passengers after coronavirus outbreak']
18,['Goldman Sachs warns jet fuel demand may never fully recover from the crisis']
19,['Coronavirus fight takes sci-fi turn with walk-in disinfecting booth at airport']
20,"['DOT warns airlines – again – to issue refunds for canceled flights after receiving 25,000 complaints']"
21,['Issues concerning overseas travel that international educators must consider in the coming months (opinion)']
22,['Governor\'s office says Selah proclamation unlawful; Yakima cruising events not authorized']
23,['Coronavirus: Cruise firm Carnival UK \'to cut 450 jobs\'']
24,['‘It’s Surreal Walking Through the Empty Airports’']
25,['American companies spent years in an economic boom. Then the coronavirus hit.']
26,['IATA backs face masks but not middle seat closures for post-coronavirus air travel']
27,['The coronavirus pandemic and loss of aircraft data are taking a toll on weather forecasting']
28,['Vacationing in a pandemic: Coronavirus-wary Americans expected to forgo flights in favor of road trip getaways this summer']
29,['United Airlines shares fall 54% in the two months since analyst downgrade']
30,['The Future of Travel']
31,['How the Coronavirus Will Change Airports']
32,"['Coronavirus updates: Multiple top health officials to self-quarantine, 3 children in New York die from virus-linked illness, Cuomo says']"
33,"['Coronavirus updates: Italy reports lowest daily death toll, UK outlines']"
34,"['How lax rules, missed warnings led to Japan\'s second coronavirus cruise-ship hot spot']"
35,"['Alaska\'s quarantine mandate for travelers relies on voluntary cooperation, not enforcement']"
36,['Shanghai Disneyland has reopened. See how it\'s working']
37,['Here\'s what global travel could be like after COVID-19']
38,['The Astrologers Didn\'t Predict Coronavirus.']
39,['Six JetBlue employees have died from coronavirus. Here\'s how the CEO paid tribute.']
40,['US lawmakers urge Mnuchin to crack down on airlines cutting worker hours after taking billions in coronavirus aid']
41,"['Coronavirus: Young people are keen to fly again, says airline boss']"
42,['Leonardo Helicopters spins up delivery solution to beat Covid-19 travel bans']
43,"['Carlyle, GIC Back Out of Deal with American Express Travel']"
