,0
0,"['Turkey claims success treating COVID-19 with hydroxychloroquine, the drug touted by Trump']"
1,['European stocks close lower but post best month since October 2015']
2,"['Coronavirus updates: Potential COVID-19 treatment shows \'glimmer of hope,\' researcher says']"
3,['Coronavirus pandemic in the US: Live updates']
4,['Live updates: Fauci confirms ramped-up coronavirus vaccine effort; U.S. exploring measures against China']
5,['Coronavirus pandemic: Updates from around the world']
6,['People are hoarding a heartburn drug before scientists have determined whether it can fight coronavirus']
7,['Coronavirus: Why so many US nurses are out of work']
8,['Are we close to a coronavirus treatment?']
9,"['Coronavirus live updates: Tesla\'s Musk rants against lockdowns, McDonald\'s warns of more pain to come']"
10,['Coronavirus World News: Live Tracker']
11,['New coronavirus treatment showing promise in Palm Beach Gardens']
12,"['Coronavirus: Scuba, snorkeling gear to give health care workers another option for defense']"
13,['World Coronavirus Tracker: Live Coverage']
14,['Coronavirus Florida: Bradenton ‘church’ ordered to stop selling bleach as COVID-19 miracle cure']
15,['E.R. Doctor takes her own life after treating &amp; contracting coronavirus.']
16,"['Detroit health care worker dies after being denied coronavirus test 4 times, daughter says']"
17,"['The market is rebounding on hope for a treatment, new index tracking coronavirus-drug makers shows']"
18,['6 Bay Area counties relax some shelter-in-place restrictions; here are changes starting May 4']
19,['Fact check: UV light injections are not a common medical treatment — or a COVID-19 cure']
20,['\'Dangerous &amp; disrespectful\': Doctors tear into Pence\'s mask-less hospital visit']
21,['U.S. coronavirus cases surpass 1 million; Pence shirks mask rules during visit to Mayo Clinic']
22,['Anger rises among Russia\'s doctors as coronavirus hospitals get put on lockdown']
23,['3 big Trump donors are among business leaders influencing coronavirus response']
24,[]
25,"['Workers Have Made More Than 7,300 Health Complaints About The Coronavirus']"
26,['Health Care Workers in 10 States File Complaints About PPE Shortages During Coronavirus Pandemic']
27,['Tech Entrepreneurs Form Coalition to Take On Sourcing Coronavirus Supplies']
28,"['Coronavirus updates: Texas to lift restrictions this week, SF extends shelter in place through May']"
29,['USNA to have scaled down commissioning in groups due to coronavirus']
30,[]
31,['Johnstown group supporting restaurants and healthcare workers creates community fund']
32,"['Cristina Cuomo says she treated her coronavirus with Clorox baths, vitamin drips: Experts react']"
33,['Global stocks falter as investors lose faith in potential coronavirus treatment']
34,"['U.S. Coronavirus Death Toll Is Far Higher Than Reported, C.D.C. Data Suggests']"
35,"['Gilead says early results of coronavirus drug trial show improvement with shorter remdesivir treatment', 'FDA will reportedly authorize use of remdesivir for Covid-19 after trial shows \'positive effect\' on recovery time', 'Until we have a vaccine for coronavirus, treatments like remdesivir are our only hope', '10 things you need to know today: April 30, 2020']"
36,"['Drug trial shows modest benefits in treating coronavirus, Fauci says; White House does not plan to extend social-distancing guidance', '\'Slow The Spread\' Guidelines Will Phase Out, Trump Says : Coronavirus Live Updates', 'Grim milestone: U.S. COVID-19 death toll surpasses 60,000', 'Trump’s Recovery Plan Looks Like a Fantasy', 'Trump is a brilliant performance artist: We can\'t defeat him without understanding that']"
37,"['Stress on health care workers is creating \'second victims\' in the coronavirus pandemic', 'ER doctor who died by suicide was in \'untenable\' situation, sister says', 'New York ER doctor Lorna Breen\'s family speaks out about tragic death', 'Coronavirus \'altered the brain\' of NYC ER doc who killed herself, sister says', 'My colleague’s death, and our collective psychological pain: A psychiatrist who worked with Dr. Lorna Breen re']"
38,"['Laura Ingraham Trashes Promising Coronavirus Treatment Remdesivir to Promote Hydroxychloroquine', 'India\'s Bollywood star Rishi Kapoor, 67, dies of leukemia', 'India\'s Bollywood Star Rishi Kapoor, 67, Dies of Leukemia', 'Hydroxychloroquine truther Laura Ingraham attempts to discredit promising new coronavirus treatment', 'Dutch Farmers Are Writing Special Messages in Their Tulips']"
39,"['Heartburn drug trial shows \'reasonable confidence\' famotidine could help treat coronavirus, hospital CEO says', 'Could heartburn drug famotidine be used to treat coronavirus? The theory is trending online, but there\'s no data to support it.', 'Could a heartburn drug help fight the coronavirus? Doctors are testing it', 'Heartburn medicine shortages after COVID-19 treatment trial', 'Heartburn Drug Famotidine Studied in Coronavirus Treatment']"
40,"['Healthcare workers across Africa share their coronavirus stories', 'COVID-19 NATION/WORLD: U.S. Economy Contracted 4.8%; Meat Plants Ordered Open; Baseball By June?', 'COVID-19 NATION/WORLD: U.S. Passes 1 Million Cases; \'Normal\' Still a Long Way Off; Ohio\'s Weird Election Day; First Dog Tests Positive?']"
