,0
0,Dutch will decide on face mask strategy as 'quickly as possible'
1,"Dutch coronavirus death toll nears 5,000"
2,Foreign graduates call for visa extension
3,Experts warn as shops begin to reopen
4,EU should guarantee airline vouchers: NL
5,Coronavirus spawns 700 new words
6,No change in hairdresser ban yet: NOS
7,Call for 400 permanent intensive care beds
8,"Anti-vax, 5G, lockdown demo in The Hague"
9,
10,Dutch will decide on face mask strategy as 'quickly as possible'
11,Delft researchers launch mass survey of coronavirus options
12,Weekend deaths add to Wednesday's surge of 145 more coronavirus victims
13,Graduates appeal to government for visa extension because of corona
14,Shops begin to reopen as experts warn you should not be shopping for fun
15,Dutch call on EU countries to guarantee airline refund vouchers
16,Are you a coronazi? Virus spawns 700 news words
17,"No hairdresser or social distancing changes this week, despite pressure for change"
18,More than 1500 intensive care beds needed for next three years
19,"Anti-vaxxers, anti-5G and anti-lockdowners demonstrate in The Hague"
20,Dutch coronavirus death rate continues to decline
21,Drug dealers 'more active and creative' during corona crisis: AD
22,Coronavirus crisis offers a new start for Amsterdam tourism
23,Online sales explode but markets for holidays and high fashion collapse
24,Dutch school pupils back on dry land after sailing home across the Atlantic
25,"King's Day was quiet, sunny and celebrated online"
26,Dutch coronavirus deaths and hospital admissions continue to decline
27,Dutch researchers look into coronavirus and care workers' cats
28,Ban on care home visits may be lifted 'under strict conditions' as testing begins
29,"Stay home out of respect for care workers, king says in birthday speech"
