,0
0,"['Coronavirus World News: Crisis Fuels Economic Chaos, Hunger and Strongmen']"
1,['Coronavirus vaccine unlikely to be ready before end of 2021: Roche - Business Insider']
2,['Live Coronavirus Updates']
3,['Coronavirus World News: Live Updates']
4,['How A Shortage Of Sand (And Other Common Items) Could Delay A Coronavirus Vaccine']
5,['Some Scientists Want To Infect People With The Coronavirus To Get A Vaccine Faster']
6,['Hundreds of people volunteer to be infected with coronavirus']
7,['A coronavirus vaccine could cost you a small fortune']
8,['Antibody surveys suggesting vast undercount of coronavirus infections may be unreliable']
9,"['FDA greenlights first coronavirus test with at-home sample, Trump targets immigration']"
10,['Coronavirus killed Americans weeks earlier than thought']
11,['Let Volunteers Take the COVID Challenge']
12,"['Coronavirus Infections May Not Be Uncommon, Tests Suggest']"
13,['Could an old vaccine be a godsend for new coronavirus?']
14,['Dr. Hotez: COVID-19 vaccine in 12-18 months would be ‘unprecedented’']
15,['Coronavirus found in Paris sewage points to early warning system']
16,['Expert: ‘I\'ve never seen a more rigorous chase for any vaccine’']
17,"['States shouldn\'t reopen before May 1, and most should wait several more weeks, coronavirus model shows']"
18,['A Top Immunologist on Why Coronavirus Is Killing More African-Americans']
19,"['A bull\'s-eye from 24 feet? COVID-19 vaccine timelines are overly hopeful, analyst says']"
20,"['Don’t bet on vaccine to protect us from Covid-19, says world health expert']"
21,"['Coronavirus in Texas: Jail population shrunk by more than 10,000']"
22,['Coronavirus cure: When will we have a drug to treat it?']
23,"['Coronavirus live updates: Harvard will not accept stimulus funds, California to start scheduling certain surgeries again']"
24,['Did Japan miss its chance to keep the coronavirus in check?']
25,"['Adding A Nylon Stocking Layer Could Boost Protection From Cloth Masks, Study Finds']"
26,['Fears of prolonged coronavirus downturn and second wave of US cases']
27,['Would We Have Already Had a COVID-19 Vaccine Under Socialism?']
28,['Could genetics explain why some COVID-19 patients fare worse than others?']
29,['Why could it take years to develop a coronavirus vaccine?']
30,"['\'Tuskegee always looms in our minds\': Some fear black Americans, hardest hit by coronavirus, may not get vaccine']"
31,['Live updates: Deaths suggest coronavirus was spreading in U.S. earlier than previously thought; CDC director warns of devastating second wave']
32,[][]
33,['Gaithersburg Lab One Step Closer to Potential COVID-19 Vaccine']
34,['A mysterious blood-clotting complication is killing coronavirus patients']
35,"['Cooper reacts to mayor\'s \'China\' remark: Wow, that\'s really ignorant']"
36,"['Coronavirus saliva tests could be as accurate or better than nasal swabs, Yale researchers say']"
37,['The Next Year (or Two) of the Pandemic']
38,['Gainesville biotech company to develop COVID-19 vaccine']
39,['The stock market is rising on hope for a pharma solution to coronavirus — here\'s how close we are']
40,"['Coronavirus spread helped by Sean Hannity’s Fox show, a new study finds', 'Study finds people who watched Sean Hannity were more likely to die from COVID-19', 'Fox News Executive Tries To Rein In Stars As They Cheer On Anti-Lockdown Rallies']"
41,"['‘We will not have a vaccine by next winter.’ CDC says second wave of coronavirus could be worse. Why the second wave of 1918 Spanish flu was so devastating', 'Coronavirus lingered in a woman\'s eyes long after it cleared from her nose', 'COVID-19: Hand sanitizers inactivate novel coronavirus, study finds', 'How SARS-CoV-2 gets into respiratory tissue—and how it may exploit one of our defenses', 'This HIV/AIDS Specialist Explains Its Similarities — And Differences — To COVID-19']"
42,"['Director of key US vaccine agency leaves role suddenly amid coronavirus', 'Director of key Trump administration vaccine agency suddenly departs', 'Director of agency behind vaccine development leaves role | TheHill', 'UPDATE 1-US replaces director of agency overseeing COVID-19 vaccines, drugs', 'Director of US agency key to vaccine development leaves role suddenly']"
43,"['Oxford University coronavirus vaccine to begin human trials on Thursday as U.K. ‘throws everything’ at vital breakthrough', 'U.K. Plans Large-Scale Virus Tracing in Weeks to Tackle Outbreak', 'London coronavirus: Londoners can get paid £625 to help Imperial College find a coronavirus vaccine']"
44,"['Are Bill Gates and the ID2020 Coalition Using COVID-19 To Build Global Surveillance State?', 'Nearly 25,000 email addresses and passwords allegedly from NIH, WHO, Gates Foundation and others are dumped online', 'Thousands of emails, passwords stolen from NIH, WHO, CDC, Gates Foundation', 'Researchers: Neo-Nazis get hold of 20,000 leaked credentials from WHO, Gates Foundation - Business Insider', 'Logins of WHO, Gates Foundation employees circulate on fringes of the internet']"
45,"['Will Johnson &amp; Johnson\'s Coronavirus Vaccine Dominate the Market?', 'I’m Working 14-Hour Days To Develop The Coronavirus Vaccine']"
46,"['Germany approves Covid-19 vaccine trial', 'Germany approves trials of COVID-19 vaccine candidate', 'Germany, UK approve human trials for coronavirus vaccine']"
47,"['2 Californians died of coronavirus weeks before previously known 1st US death', 'Autopsies find first US coronavirus death occurred in early February, weeks earlier than previously thought', 'Santa Clara County: basic income pilot, Civic Center homeless housing plans move forward', 'How close are we to herd immunity?', 'Have Fatality Numbers From New York Already Debunked the Santa Clara Serology Study?']"
48,"['Director of key federal vaccine agency says his departure was retaliation', 'UPDATE: Top US vaccine expert says he was ‘forced out’ of federal agency', 'Vaccine expert removed from federal post after daring to criticize coronavirus treatment pushed by Trump: report', 'HHS ousts vaccine expert as Covid-19 threat grows', 'Doctor says he was removed from federal post after opposing funding for unproven drugs | TheHill']"
49,"['Coronavirus updates: Pandemic won\'t be over \'anytime soon,\' Cuomo says', '\'We must do the impossible\': Cuomo says Michael Bloomberg will fund $10M coronavirus tracking program', 'Test, trace, isolate the three keys to opening economy back up, Cuomo says', '\'This is no time to act stupidly\': Governor insists New York will not rush to reopen']"
50,"['Covid-19 Vaccine Expectations May Be Getting Ahead of Science', 'Coronavirus vaccine expectations may be getting ahead of science']"
51,"['Block COVID-19 from infecting humans? University of Louisville touts a ‘breakthrough’', 'UofL breakthrough technology shows promise fighting novel coronavirus', 'Do we have to be nice to UofL if it stops COVID-19?', 'U of L researchers develop promising tech that could block COVID-19 infection', 'University of Louisville researchers\' technology could block the coronavirus from infecting human cells']"
