,0
0,['The coronavirus stock-market crash has looked a lot like the global financial crisis and 1987. The recovery hasn’t.']
1,['7 charts show how the coronavirus pandemic has hit the global economy']
2,['The Coronavirus Economy Will Bring Inflation']
3,"['5 things to know for April 24: Coronavirus, economy, White House, air travel, Zoom']"
4,"['In Italy, \'Suspended Shopping\' Helps Those Facing Economic Hardship During Pandemic']"
5,['UK economy crumbling as coronavirus deaths mount']
6,[]
7,['Coronavirus: Should You Invest Now or Wait Until the Stock Market Improves?']
8,"['Coronavirus live updates: NYSE eyes reopening trading floor as US death toll tops 50,000']"
9,['How Will We Reopen the Economy After the Coronavirus Crisis?']
10,['Coronavirus paused the housing market. What happens next?']
11,['How the coronavirus is impacting Spokane\'s housing market']
12,['Charity Gains New Importance For Muslims Observing Ramadan Amid Economic Shutdowns']
13,['Rancho Cordova scientists hope to market coronavirus treatment to hospitals in 2 months']
14,"['Meat shortage looms as coronavirus shuts packing plants, leaving farmers with tough choices']"
15,['More Than 4 Million Filed Unemployment Claims Last Week']
16,['The little book sellers that could: How indie stores managed to take a slice of Amazon business']
17,"['Trying To Buy A Coronavirus Mask? Beware These Fraudsters, Hoarders, And Price Gougers.']"
18,"['The $600 Unemployment Booster Shot, State by State']"
19,['Aptos grocery store site of Santa Cruz County’s first coronavirus ‘cluster’']
20,['Developing world economies hit hard by coronavirus']
21,['Americans Are Largely Unimpressed With Trump’s Handling Of The Coronavirus Pandemic']
22,['\'Big Short\' Steve Eisman likes the big US banks after coronavirus sell-off']
23,['Philippines will keep Manila in coronavirus lockdown until May 15']
24,"['California reports \'deadliest day\' yet, global lockdowns ease']"
25,['Dow Futures Edge Higher Amid Gilead Coronavirus Drug Report']
26,['What will coronavirus mean for the British economy?']
27,['Opinion | Who Has Enough Cash to Get Through the Coronavirus Crisis?']
28,['Resentment Grows on Main Street Over Bailout Winners and Losers']
29,['Louisville has a plan for reopening its economy. But the coronavirus will set the timeline']
30,['‘I received an email from clients demanding their deposit back’: Coronavirus took a bite out of the wedding industry — but is this force majeure or force of government?']
31,[]
32,"['Budget Deficit Will Approach $4 Trillion, C.B.O. Says: Live Updates', 'CBO says deficit to reach $3.7 trillion in economic decline', 'U.S. Budget Gap May Surge to $3.7 Trillion This Year, CBO Says', 'CBO projects 39.6 percent quarterly GDP drop, $3.7T deficit | TheHill', 'US Federal Deficit May Explode To $3.7 Trillion In 2020 Amid Pandemic']"
33,"['Bill Gates explains what we need to do to stop the coronavirus pandemic and reopen the economy', 'Peek Inside Bill and Melinda Gates\' New $43 Million Southern California Mansion', 'Opinion | Bill Gates: Here are the innovations we need to reopen the economy', 'Bill Gates: As things get back to ‘semi-normal,’ it’s impossible to overstate the pain that lies in the years ahead']"
34,"['Texas Lieutenant Governor Slams Lockdowns: \'There Are More Important Things Than Living\'', 'Did Texas\' Lt. Gov. Say \'There Are More Important Things Than Living\'?', 'First Reading: Dan Patrick - `There are more important things than living’']"
35,"['The dangerous morality behind the \'Open it Up\' movement', 'The dangerous morality behind the ‘Open it Up’ movement']"
36,"['Coronavirus culture war over reopening economy hits Capitol Hill | TheHill', 'Governors put leadership contrast with Trump on display', 'House approves refill of coronavirus aid fund and backs panel to oversee coronavirus spending', 'PPP Refilled with $320 Billion as New $484 Billion Coronavirus Relief Bill Passes', 'Pelosi, House Dems Back Off Remote Voting Plan; Task Force to Study Issue']"
37,"['What economy class could look like after virus', 'Manufacturers share how airplane seats could look in the post-coronavirus world', 'Airplane Cabin Designers Unveil Potential Plane Seat Ideas for When We Can Travel Again (Video)', 'New Invention Could Change Economy Travel Forever', 'Aviointeriors proposes plastic barrier to allow safe flying']"
38,"['Trump signs $484 billion coronavirus relief bill to boost small business, hospitals and testing', 'Main Street\'s mainstays: How some U.S. states tapped crisis loans', 'US House approves $500 billion coronavirus bill in relief package', 'As others cave, several public companies that took small business loans are not giving back the cash', 'Trump signs $484B economic relief package to help small business, hospitals, boost testing']"
39,"['South Korea\'s economy just recorded its worst contraction since the Great Recession because of the coronavirus pandemic', 'Investors flock to South Korea as wins in coronavirus battle earn reward', 'Work smart, travel alone, eat out fast: South Korea\'s prescription for coronavirus recovery', 'Korea\'s daily FX turnover hits record high in Q1', 'South Korean Soccer League Season Set to Kick Off on May 8']"
40,"['Coronavirus hits Mexico’s economy where it hurts most: Oil, tourism, remittances and trade', 'US and Mexico \'need each other,\' says president Lopez Obrador', 'Manufacturers call on Mexico to reopen factories to maintain supply chain', 'Mexico eyes agreement to end virus-induced disruptions to U.S.-Mexico supply chains', 'Pandemic warms Trump and AMLO\'s troubled relationship']"
41,"['This new evidence shows nicotine might prevent smokers from catching coronavirus', 'French study: Smoking may offer some protection against COVID-19', 'Nicotine to help fight coronavirus? French authorities limit sale of product']"
