,0
0,['Coronavirus World Updates']
1,"['Developing an effective coronavirus treatment could be the key to fighting the disease, experts say']"
2,['White House Rejects Government Report Projecting Rising Coronavirus Death Toll']
3,['Treating a typical coronavirus infection is four times the cost of a case of the flu']
4,"['\'Superheroes really do exist\': Girl writes song for mom, health care workers fighting coronavirus']"
5,"['Coronavirus Guide: Symptoms, Testing, Treatment, and Economics']"
6,['How Texas health care workers are protecting families from coronavirus']
7,['China Quiets Talk of Coronavirus Cover-Up in Wuhan']
8,[]
9,"['The US just reported its deadliest day for coronavirus patients as states reopen, according to WHO']"
10,"['Los Angeles clinic puts underprivileged community at greater risk of contracting coronavirus, health care workers say']"
11,['Healthcare workers face coronavirus layoffs and furloughs']
12,"['Historic financial decline hits doctors, dentists and hospitals — despite covid-19 — threatening overall economy']"
13,['Live Stock Market Tracker During the Coronavirus Pandemic']
14,['Midlands hospitals trying ‘front-runner’ COVID-19 drug in the race to find treatment']
15,['Free Gas Offered for Health Care Workers Across North Texas']
16,"['She was asked to pay thousands for her coronavirus treatment, he got a free ride. She\'s American. He\'s Italian']"
17,"['\'Death is our greeter\': Doctors, nurses struggle with mental health as coronavirus cases grow']"
18,"['Llamas, estrogen and nicotine: The unusual COVID-19 treatments researchers are trying']"
19,['Trump Fires Inspector General Ahead of Damning Whistleblower Complaint About Bogus Coronavirus Cures']
20,['Cleveland Clinic Florida expanding hopeful plasma therapy treatment for coronavirus']
21,"['Vaccine, Treatment Race Speeds Up; Cuomo Warning: Virus Update']"
22,['Justice Dept. scrutinizes White House-connected doctor linked to disputed coronavirus treatment']
23,['How colleges and universities are stepping up to produce essential PPE for health-care workers']
24,"['\'There is hope,\' says MultiCare doctor involved in remdesivir coronavirus drug trial']"
25,['Fact check: Vitamins C and D are not used in \'conventional treatment\' of coronavirus']
26,['Unemployment benefits often aren’t an option for essential workers scared of coronavirus']
27,"['Trump invokes Lincoln to explain his bullying, bragging and rambling at coronavirus briefings']"
28,['Making End-Of-Life Decisions For Coronavirus Patients From Afar : Shots - Health News']
29,['We found and tested 47 old drugs that might treat the coronavirus: Results show promising leads and a whole new way to fight COVID-19']
30,['Puget Sound man recovers from COVID-19 after being given remdesivir']
31,['Hundreds of Washington health care workers sickened by coronavirus']
32,"['After Weeks Of Social Distancing, COVID-19 Hospitalizations In Mass. See A Slight But Steady Drop']"
33,['Why the flyovers by the Blue Angels and the Thunderbirds angered me']
