,0
0,"['In the Fight to Treat Coronavirus, Your Lungs Are a Battlefield']"
1,['Chinese scientists identify two antibodies for potential coronavirus drug']
2,['Covid-19 treatments start making an impact at regional hospitals']
3,"['U.S. Field Hospitals Stand Down, Most Without Treating Any COVID-19 Patients']"
4,['Coronavirus Live News and Updates']
5,['Two potential therapies for covid-19 have some effect']
6,"['COVID-19 Daily: Be Wary of New Treatments, HCW Infections']"
7,['Coronavirus World Updates']
8,['300 Drones Illuminate the Sky to Honor Health Care Workers']
9,['Hong Kong study finds drug combination nearly twice as fast at suppressing virus']
10,['Coronavirus Live Updates: Trump’s Support Among Seniors Slides as Pandemic Grows More Political']
11,['Coronavirus News: Elmhurst Hospital staff surprised with free vacations']
12,['New bill would forgive medical school debt for COVID-19 health workers']
13,['This French doctor treated a Covid-19 patient - in December']
14,['Clinical trial enrollment plummets as volunteers are scared off coronavirus treatment pushed by Trump']
15,"['\'Finally, a virus got me.\' Scientist who fought Ebola and HIV reflects on facing death from COVID-19']"
16,['Workers feared exposure to coronavirus in treatment facility for teens']
17,['San Francisco targets May 18 for some businesses to resume as California unveils reopening guidelines']
18,"['Trump contradicts nurse over PPE, Costco sees drop off as customers stay at home']"
19,['How COVID-19 Affects Student Loan Forgiveness']
20,['COVID-19: PCR screening of asymptomatic health-care workers at London hospital']
21,['Cincinnati doctor\'s invention helps protect NYC\'s frontline health care workers from COVID-19']
22,"['State investigates 31 facilities in Brown County as COVID-19 cases exceed 1,700, with 12th death']"
23,['Public Health Experts Say Many States Are Opening Too Soon To Do So Safely']
24,"['In midst of pandemic, Oregon hospitals cut workers’ pay, require furloughs']"
25,['Interferon beta-1b for COVID-19']
26,['Sorrento Therapeutics and Mount Sinai join forces to develop Covid-19 antibody shield']
27,['Doctor denied green card while treating Covid-19 patients']
28,['Triangle drugmaker sees $82 million in federal funding for coroanvirus treatment']
29,"['Another health care worker infected in Crow Wing, cases rise to 24']"
30,['Jobless rate soars as more states ease restrictions']
31,['Coronavirus Impact: Long-Time Mercy Hospital Doctor Dies From COVID-19 Complications']
