,0
0,"['Coronavirus updates: U.S. death toll tops 60,000 as labs race for a vaccine']"
1,['Trump’s ‘Operation Warp Speed’ Aims to Rush Coronavirus Vaccine']
2,['Vaccine skeptics are already casting doubt on one for the coronavirus. But it doesn\'t exist yet.']
3,['Race for Coronavirus Vaccine Accelerates as Pfizer Says U.S. Testing to Begin Next Week']
4,['The race for coronavirus vaccines: a graphical guide']
5,['Groups sow doubt about COVID vaccine before one even exists']
6,['Bill Gates on a possible Covid-19 vaccine timeline']
7,['Bill Gates predicts when we\'ll get a coronavirus vaccine']
8,['Pfizer Says Coronavirus Vaccine Could Be Ready by Fall']
9,['How the COVID-19 Pandemic Could End']
10,"['Coronavirus Disrupts Illegal Wildlife Trafficking, For Now']"
11,['An Indian firm starts mass-producing an unproven covid-19 vaccine']
12,['Coronavirus World News: Live Updates']
13,"['Coronavirus updates: Texas to lift restrictions this week, SF extends shelter in place through May']"
14,['Texas A&amp;M fast-tracks COVID-19 Vaccine']
15,['Live Updates: F.D.A. Plans to Announce Emergency Use of Coronavirus Drug']
16,['No one knows when the COVID-19 pandemic will end']
17,['Early studies show promise in coronavirus immunity | TheHill']
18,"['Coronavirus live updates: US economy shrinks; Fauci warns of \'bad\' fall, winter; remdesivir maker sees positive trial results']"
19,['COVID-19 Vaccine With Patch Delivery Technology Enters Preclinical Testing at UC Davis']
20,['Coronavirus forces scientists to halt unrelated research']
21,"['Coronavirus live updates: Big banks temporarily shut out of PPP lending, Subway defends franchise owners']"
22,['He signed up for a coronavirus vaccine trial using a method that\'s never been used in humans. Here\'s why.']
23,[]
24,['Coronavirus: Child vaccine warning over \'other deadly diseases\'']
25,['How accurate is the US coronavirus death count? Some experts say it\'s off by \'tens of thousands\'']
26,['NYC mapping coronavirus genome to help track future outbreaks']
27,['Why The U.S. Government Stopped Funding A Research Project On Bats And Coronaviruses']
28,"['Spain, France, Greece: Coronavirus World News Live Updates']"
29,['Science says: It\'s time to start easing the lockdowns']
30,['Dr. Rai talks Wisconsin\'s COVID-19 trend and vaccine developments']
31,['Antibody tests support what’s been obvious: Covid-19 is much more lethal than the flu']
32,['These Kids With Rare Genetic Diseases Were Part Of Research Into New Treatments. The Coronavirus Has Stopped All Of It.']
33,"['Arthritis drug may help fight severe coronavirus cases, study finds']"
34,['Navy launches broader investigation into virus-stricken aircraft carrier']
35,['Unapproved COVID-19 ‘vaccine’ causes stir on San Juan Island |...']
36,['FDA official steps into vaccine vacuum after shakeup']
37,['Coronavirus lockdown \'unnecessary\'? Some Israeli researchers think so']
38,"['Potential coronavirus vaccine being tested in Germany could \'supply millions\' by end of year', 'Pfizer: Coronavirus vaccine could be ready by this fall for emergency use', 'Report: Pfizer says an emergency COVID-19 vaccine could be ready by fall', 'Pfizer coronavirus vaccine could be ready for emergency use by this fall', 'Coronavirus: Pfizer and BioNTech vaccine could be ready by fall - Business Insider']"
39,"['Oxford scientists say a coronavirus vaccine may be widely available by September', 'Coronavirus vaccine could be ready as early as September, report says', 'World must unite in the quest for a Covid-19 vaccine', 'Oxford coronavirus vaccine could be available in September']"
40,"['Dr. Scott Gottlieb sees millions of coronavirus vaccine doses ready for testing this fall', 'Scott Gottlieb, former FDA chief: Could be late 2021 before coronavirus vaccine available \'at scale\'']"
41,"['Genetic Engineering Could Make a COVID-19 Vaccine in Months Rather Than Years', 'Anti-vaxxers will fight the eventual coronavirus vaccine. Here’s how to stop them.', 'Clinical trials for a Covid-19 vaccine to begin in Rochester', 'Why It Takes So Long To Make A Coronavirus Vaccine']"
42,"['Gilead says early results of coronavirus drug trial show improvement with shorter remdesivir treatment', 'Gilead reports positive data in trial of possible virus drug Gilead Sciences said Wednesday it is', 'Stocks surge as Gilead coronavirus drug eclipses GDP drop', 'Virus patients respond positively to experimental drug in major US study']"
43,"['Oxford team may lead in race to find a coronavirus vaccine', 'Trevor Noah Fantasizes About Breaking Plans Once There’s a COVID-19 Vaccine', 'This COVID-19 Vaccine Could Be Ready by September']"
44,"['Most Americans to avoid sports, other live events before coronavirus vaccine: Reuters/Ipsos', 'Poll: Americans want a vaccine before return to sporting events, movie theaters | TheHill', 'Poll Finds Most Americans Won\'t Attend Concerts, Sporting Events Before COVID-19 Vaccine', 'Most Americans Won’t Go to Concerts Until a COVID-19 Vaccine Is Available, Poll Says']"
