,0
0,['Researchers use cows to develop antibody treatment']
1,['Convalescent plasma is safe to treat COVID-19: nationwide study']
2,['Doctors express glimmers of hope as they try out new approaches against coronavirus']
3,['Plasma treatment shows promise for coronavirus patients']
4,"['As Coronavirus Overruns Russia, Doctors Are Dying on the Front Lines']"
5,"['COVID-19: New drug candidates, treatments offer reasons for hope']"
6,['Cows used to develop coronavirus antibody treatment']
7,['COVID-19 Targets the Elderly. Why Don’t Our Prevention Efforts?']
8,['Why this ICU nurse treating Covid patients could be deported']
9,['Will COVID-19 change how Big Pharma does clinical trials?']
10,['TestUtah won’t join COVID-19 proficiency test with other Utah labs']
11,['Lawmakers keep calling essential workers \'heroes\' – but Congress has yet to pass a hazard pay raise']
12,['WHO sees \'potentially positive data\' in treating coronavirus']
13,"['Even after deaths and positive tests, Texas City doctor declares victory with Trump-touted drug']"
14,['Novant Health Begins Testing a Coronavirus Treatment']
15,['Bend COVID-19 patient who received plasma treatment returns home']
16,['Essential workers are getting meaningless “rewards” from their employers']
17,['Gretchen Whitmer: States have taken the lead in fighting the coronavirus. Now we need aid.']
18,"['Coronavirus live updates: Cuomo extends shutdown, students prepare to sue RPI']"
19,['How a small Texas hospital is saving coronavirus patients']
20,['A majority of Americans going to work fear exposing their household to the coronavirus']
21,['Coronavirus puts brakes on fertility treatment in Japan']
22,['Nursing home workers warned government about safety violations before Covid-19 outbreaks and deaths']
23,['St. Charles COVID survivor donates plasma to those in treatment now | \'I like helping people\'']
24,['King Co. records no new coronavirus deaths for first time in over 2 months']
25,['My 81-year-old father was sent home from the hospital while still positive for COVID-19 - Business Insider']
26,['Coronavirus: Art depicting Romania\'s health workers as Christian saints slammed as \'blasphemous\'']
27,['Coronavirus Live News and Updates']
28,['Looking for heroes: Promising new treatment for coronavirus has long history of helping']
29,['Gary Sinise on how his foundation is supporting health care workers']
30,['Las Vegas cleaning company claims spray treatment kills 99.9% of COVID-19']
31,['L.A. nurse dies after treating a coronavirus patient']
32,['Why Big Investors Aren’t Betting It All on a Coronavirus Cure']
33,"['Doctor fights coronavirus by day, loneliness by night']"
34,['Coronavirus Ravaged a Choir. But Isolation Helped Contain It.']
35,"['Workers and COVID-19: Access to healthcare, now \'a matter of life and death\'']"
