,0
0,['Air travel will never be the same after coronavirus']
1,['American Airlines keeps NYC crews grounded amid coronavirus pandemic']
2,"['World Coronavirus Tracker: Britain, India, China']"
3,['Life after coronavirus: Ready to travel as soon as it\'s safe? So is everyone else']
4,['Phoenix airport sees almost 50% drop in number of travelers due to coronavirus']
5,['San Fernando Valley couple sue Princess Cruises alleging negligence over coronavirus outbreak']
6,['Euro zone economy sinks; Spain\'s daily coronavirus deaths at lowest tally in nearly 6 weeks']
7,"['Coronavirus: Cruise ship industry anxiously waiting for green light to resume sailings, but many complications linger']"
8,['Experts offer safe summer vacation ideas: \'Find the place that everyone isn\'t going to\'']
9,['The wide-body plane may be another coronavirus casualty']
10,"['Texans wary of flying because of coronavirus, cautious about in-person shopping, Dallas News-UT Tyler poll']"
11,"['Coronavirus: China\'s Hubei, where virus first emerged, to relax lockdown measures']"
12,['Scientists know ways to help stop viruses from spreading on airplanes. They’re too late for this pandemic.']
13,['Coronavirus: Few flights to Israel but bodies go for burial']
14,['Boeing CEO says air travel recovery could take two to three years; board wins approval']
15,['American cruise workers denied disembarkation: \'Treating us like disease vectors instead of humans\'']
16,[]
17,"['Greg Mortimer cruise doctor pressured to edit coronavirus health form, safety officer fired']"
18,['Indians can\'t evacuate US because of India\'s coronavirus lockdown - Insider']
19,['Coronavirus 2 May: at a glance']
20,"['US coronavirus cases top 1 million, lawmakers urge airlines to make face masks mandatory']"
21,"['Absent vaccine, airline industry may be gutted for years']"
22,['How to play travel bingo during the coronavirus pandemic']
23,"['Half of all Americans are canceling their summer vacations — what to expect in refunds from cruise lines, hotels and airlines']"
24,['Sanders knocks aid for cruise line while Postal Service flounders | TheHill']
25,['This interactive tool shows you how the coronavirus pandemic is—and is not—affecting climate change']
26,['Poor air quality has been linked to Covid-19 impacts. Trump\'s EPA is still limiting pollution restrictions.']
27,['Nearly 150 crew members on Costa Atlantica cruise ship test positive for coronavirus']
28,['Post-coronavirus flying may include masks and higher fares']
29,['Raleigh husband says he was told his March cruise had no COVID-19 cases. He was diagnosed one day after returning']
30,['Will improved L.A. air quality amid coronavirus last?']
31,['Fifth TSA officer dies of the coronavirus as 505 workers have tested positive']
32,['U.S. Cases Increase 4.4%; Gilead Drug Gets FDA Nod: Virus Update']
33,"['Life onboard the last cruise ship on the ocean, which was described as a \'virus-free bubble\' - Insider']"
34,"['They’re Still Working at the Airports, and They’re Scared']"
35,"['Hawaii Travel Paradise Is Deserted, With Recovery Further Off']"
36,['What happened on board the last cruise ship still at sea']
37,['Norwegian Cruise Line to Furlough About 20% of Employees Through July 31']
38,['An $85 Billion Airline Rescue May Only Prolong the Pain']
39,['Senators uncover a loophole in airport screening process']
40,['Coronavirus Pushes Aviation Industry in New Directions']
41,['Trump says he won\'t extend social distancing guidelines; NFL furloughs employees and cuts salaries']
