,0
0,"['3 Hospital Workers Gave Out Masks. Weeks Later, They All Were Dead.']"
1,"['Coronavirus treatment drug remdesivir to arrive in hospitals this week, Gilead CEO says']"
2,"['Coronavirus Guide: Symptoms, Testing, Treatment, and Economics']"
3,['Healthcare workers face coronavirus layoffs and furloughs']
4,['Researchers Explore Using Common Blood-Plasma Treatment to Fight Coronavirus']
5,"['Historic financial decline hits doctors, dentists and hospitals — despite covid-19 — threatening overall economy']"
6,"['She was asked to pay thousands for her coronavirus treatment, he got a free ride. She\'s American. He\'s Italian']"
7,['Scientists Create Antibody That Defeats Coronavirus in Lab']
8,"['\'Death is our greeter\': Doctors, nurses struggle with mental health as coronavirus cases grow']"
9,['Coronavirus pandemic: Updates from around the world']
10,['Fact check: Vitamins C and D are not used in \'conventional treatment\' of coronavirus']
11,['Hundreds of WA health care workers sickened by coronavirus']
12,['Stress on health care workers is creating ‘second victims’ in the coronavirus pandemic']
13,"['Without showing data, CytoDyn touts Covid drug — while CEO sells stock']"
14,['The Mental Health Crisis For Frontline Workers Has Already Begun']
15,['How A.I. Steered Doctors Toward a Possible Coronavirus Treatment']
16,['Coronavirus Conundrum: Covering Millions Without Jobs Or Health Insurance : Shots - Health News']
17,"['Over 2,100 Indians want to be evacuated from the US. But until India\'s lockdown lifts, they\'re stranded']"
18,['Therapists and Patients Find Common Ground: Virus-Fueled Anxiety']
19,['Why the flyovers by the Blue Angels and the Thunderbirds angered me']
20,['Turkey\'s 3D-printing movement shields coronavirus workers']
21,['The latest obstacle in the search for a coronavirus treatment: Too many drug trials']
22,['Massachusetts researchers are on front lines of coronavirus antibody testing']
23,['Severe coronavirus is more likely if you neglect your health. Preventive care is key.']
24,"['More Than 2,250 VA Hospital Employees Test Positive for Coronavirus Nationwide']"
25,['Heartburn medication among potential coronavirus treatments']
26,['Reopening of America: More than half of states will lift coronavirus restrictions by the end of the week']
27,['Nurse helping on coronavirus front line fends off attempted rape']
28,['Senate\'s return sets stage for showdown over coronavirus relief package']
29,['Medical workers using own money to keep health care system afloat in rural Texas']
30,['Teacher Appreciation Week: They wanted respect. It only took a coronavirus pandemic and worldwide economic collapse']
31,['Cooped up and anxious because of COVID-19? Therapy dogs can help by video call']
32,['May 3 coronavirus news']
33,['Health care worker suicides hint at Covid-19 mental health crisis to come']
34,"['Loudoun public libraries use 3D printers to make face shields for health workers, first responders']"
35,['Promising Early COVID-19 Treatment Will Be Rolled Out This Week: CEO']
