,0
0,['Air travel will never be the same after coronavirus']
1,['Passengers Must Wear Masks On Major Airlines To Cut Spread Of Coronavirus']
2,['World Coronavirus Tracker: Live Coverage']
3,['Life after coronavirus: Ready to travel as soon as it\'s safe? So is everyone else']
4,['Euro zone economy sinks; Spain\'s daily coronavirus deaths at lowest tally in nearly 6 weeks']
5,['Dow sinks sharply after Trump threatens China with tariffs over coronavirus']
6,"['Coronavirus: Cruise ship industry anxiously waiting for green light to resume sailings, but many complications linger']"
7,[]
8,['Coronavirus hinders California air pollution enforcement']
9,"['Absent vaccine, airline industry may be gutted for years']"
10,['Scientists know ways to help stop viruses from spreading on airplanes. They’re too late for this pandemic.']
11,"['US coronavirus cases top 1 million, lawmakers urge airlines to make face masks mandatory']"
12,"['Greg Mortimer cruise doctor pressured to edit coronavirus health form, safety officer fired']"
13,"['Drop in fossil fuel emissions from coronavirus response is changing Earth\'s air, NASA satellites show']"
14,['American cruise workers denied disembarkation: \'Treating us like disease vectors instead of humans\'']
15,['Coronavirus live news: WHO asserts virus \'is natural in origin\'']
16,['Hong Kong airport brings in cleaning robots and disinfection booth']
17,['Post-coronavirus flying may include masks and higher fares']
18,"['Airlines have grounded more than 16,000 planes — here\'s a look at what it takes to park them']"
19,['Coronavirus World News: Live Tracker']
20,['Sanders knocks aid for cruise line while Postal Service flounders | TheHill']
21,"['Hawaiian Airlines adding one daily flight between Seattle, Honolulu']"
22,['U.S. Cases Increase 4.4%; Gilead Drug Gets FDA Nod: Virus Update']
23,['Cloud 9 Adventures Announces 1-Year Hiatus For Jam Cruise &amp; Strings And Sol']
24,['Sabre Abandons Bid to Buy Farelogix After Antitrust Battles Take a Toll']
25,"['When Coronavirus Hit, Why Did Cruise Ships Keep Sailing?']"
26,"['Emirates, Etihad Say 85% of Airlines to Collapse Without Aid']"
27,"['Spain, France, Greece: Coronavirus World News Live Updates']"
28,['Coronavirus News: Port Authority puts new rules in place at major airports due to COVID-19']
29,['Coronavirus pandemic in the US: Live updates']
30,"['Coronavirus: China\'s Hubei, where virus first emerged, to relax lockdown measures']"
31,[]
32,"['Half of all Americans are canceling their summer vacations — what to expect in refunds from cruise lines, hotels and airlines']"
33,['You Should Politicize the Coronavirus']
34,"['Amid coronavirus, Shaq focuses on family and new TNT show']"
35,['How air pollution exacerbates Covid-19']
36,['Some businesses won’t return funds despite pressure from Trump administration']
37,['The Coronavirus Is No Reason Not To Start a Family']
38,['Experts offer safe summer vacation ideas: \'Find the place that everyone isn\'t going to\'']
39,['Coronavirus: \'Emotional rollercoaster\' for Bradford woman stranded on cruise ship']
40,['How the coronavirus changed air travel in California']
41,['Ryanair Is Right About ‘Crack Cocaine’ Airline Bailouts']
42,"['To Fight Coronavirus, Poor Nations Need Their Debt Canceled']"
43,['Drones could help fight coronavirus by air-dropping medical supplies']
44,['Logan Airport Nearly Empty as Pandemic Grounds Travel Industry']
45,"['Saudi Arabia buys $500 million stake in coronavirus-hit Live Nation, stock jumps nearly 10%']"
