,0
0,['This is what air travel could look like in a post-coronavirus world']
1,['Traveling after Covid-19 will be forever changed']
2,['Lawsuits are a predictable coronavirus side effect']
3,['Business Travel Has Stopped. No One Knows When It Will Come Back.']
4,['How Far Can the Coronavirus Travel in the Air?']
5,"['More robots, fewer buffet lines: You will cruise again, but it will look very different']"
6,['Travelers are booking flights again despite coronavirus lockdown']
7,['Stocks Rise as Oil Prices Rebound: Live Market Updates']
8,['Planes grounded by coronavirus pandemic sit idle at airports around the world – in pictures']
9,['Coronavirus pandemic: Updates from around the world']
10,['Coronavirus impact: San Francisco airport an \'eerie\' ghost town during COVID-19 crisis']
11,"['In Japan, Italian cruise ship grapples with coronavirus cluster']"
12,"['Coronavirus live updates: Harvard will not accept stimulus funds, California to start scheduling certain surgeries again']"
13,['Solving the Mysteries of Coronavirus With Genetic Fingerprints']
14,['A Beloved Bar Owner Was Skeptical About the Virus. Then He Took a Cruise.']
15,"['US tops more than 750,000 cases as Trump says he will use DPA to increase medical swabs']"
16,['Coronavirus World News: Live Updates']
17,['Will the sustainable travel movement survive coronavirus?']
18,['Coronavirus latest: at a glance']
19,['South America has a worrying coronavirus future']
20,"['Eerie photos from LAX, where coronavirus has slowed traffic']"
21,['Norwegian Cruise Line Reportedly Taps Goldman Sachs to Sell Stake']
22,['Love is in the air as weddings innovate despite coronavirus']
23,['John Wayne Airport stats for March show coronavirus effects']
24,['Coronavirus live updates: Financial catastrophe looms for state and local governments']
25,"['Georgia governor says some businesses can reopen, California town to test every resident']"
26,['Before-and-after photos show dramatic decline in air pollution around the world during coronavirus lockdown']
27,['Where are refunds for Carnival cruises canceled due to COVID-19?']
28,['Airline industry has 15 coronavirus-related deaths in 9 days']
29,['NC traffic plummeted from COVID-19. Will air quality benefit?']
30,['The plunge in oil prices is the last thing Boeing and Airbus need right now']
31,['Wisconsin airport puts on drive-thru light display to support frontline workers and community during coronavirus pandemic']
32,['Cleaner air due to coronavirus pandemic makes Earth Day 50th anniversary celebration bittersweet for environmentalists']
33,['El Paso developer offer: He\'ll save Butterfield Trail golf course if airport gives him land']
34,['Future of South Florida Cruise Lines May Be Hygiene Amid Pandemic']
35,['Gogo furloughs 60 percent of its workforce as passenger air travel collapses']
36,['Why a ‘return to normal’ could mean disaster for the stock market']
37,['Tempted to spend that coronavirus IRS check on a vacation? Here\'s what you should know']
